Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H06S1V001,H06S1V002,H06S1V003,H06S1V004,H06S1V005,H06S1V006,H06S1V007,H06S1V008,H06S1V009,H06S1V010,H06S1V011,H06S1V012,H06S1V013,H06S1V014,H06S1V015,H06S1V016,H06S1V017,H06S1V018,H06S1V019,H06S1V020,H06S1V021,H06S2V001,H06S2V002,H06S2V003,H06S2V004,H06S2V005,H06S2V006,H06S2V007,H06S2V008,H06S2V009,H06S2V010,H06S2V011,H06S2V012,H06S2V013,H06S2V014,H06S2V015,H06S2V016,H06S2V017,H06S2V018,H06S2V019,H06S3V001,H06S3V002,H06S3V003,H06S3V004,H06S3V005,H06S3V006,H06S3V007,H06S3V008,H06S3V009,H06S3V010,H06S3V011,H06S3V012,H06S3V013,H06S3V014,H06S3V015,H06S3V016,H06S3V017,H06S3V018,H06S3V019,H06S3V020,H06S3V021,H06S3V022,H06S3V023,H06S3V024,H06S3V025,H06S3V026,H06S3V027,H06S3V028,H06S3V029,H06S3V030,H06S3V031,H06S3V032,H06S3V033,H06S3V034,H06S3V035,H06S3V036,H06S3V037,H06S3V038,H06S3V039,H06S3V040,H06S3V041,H06S3V042,H06S3V043,H06S3V044,H06S3V045,H06S3V046,H06S4V001,H06S4V002,H06S4V003,H06S4V004,H06S4V005,H06S4V006,H06S4V007,H06S4V008,H06S4V009,H06S4V010,H06S4V011,H06S4V012,H06S4V013,H06S4V014,H06S4V015,H06S4V016,H06S4V017,H06S4V018,H06S4V019,H06S4V020,H06S4V021,H06S4V022,H06S4V023,H06S4V024,H06S4V025,H06S4V026,H06S4V027,H06S4V028,H06S4V029,H06S4V030,H06S4V031,H06S4V032,H06S4V033,H06S4V034,H06S4V035,H06S4V036
678,SHELBURNE,Nova Scotia,1867 - 1892,6,1887.02.22,1412,677be20a-c10a-4c93-87d0-dd89793b00e5,"ROBERTSON, Thomas",1194,0.5072,Liberal Party of Canada,"Author, public servant",Protestant,0,3,,,,,,,,,,,,,2,2,2,1,2,1,1,2,9,9,9,1,2,1,2,2,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
690,SOULANGES,Quebec,1867 - 1914,6,1887.02.22,1435,68c2b514-0930-4164-a1ac-8c8e388b5e65,"BAIN, J.W.",927,0.5418,Conservative (1867-1942),Merchant,Catholic,0,2,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,9,9,2,1,9,2,1,2,2,9,9,2,2,2,1,1,2,1,1,1,2,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,9,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,9,9,9,2,2,2,9,1,2,9,9,2,9,9,2,2
461,MONTREAL CENTRE,Quebec,1867 - 1892,6,1887.02.22,1437,68df3a04-5588-41f6-80b7-e4cb81571c76,"CURRAN, John Joseph",3116,0.5878,Conservative (1867-1942),Lawyer,Catholic,0,2,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,9,9,2,1,2,1,1,2,2,9,2,2,2,2,1,9,2,1,1,9,2,9,9,2,2,1,2,9,2,2,2,9,9,9,9,2,9,9,9,1,2,2,1,2,9,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,9,2,2,2,2,9,9,9,9,9,9,9,2,2,1,2,2,1,9,2,2,9,1,1,2,1,2,2,1,1,2,2,1,2,1,9,2,2,1,2,2,9,9,9,9,9,2,9,2,1,9,2,2
567,PRINCE EDWARD,Ontario,1867 - 1903,6,1887.02.22- and 1888.03.10,1441,6906284a-54ed-41cf-bf8a-50e908242436,"PLATT, John Milton",2222,0.5081,Liberal Party of Canada,Physician,Protestant,0,2,,,,,,,,,,Election declared void: 1887.02.22,,,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,9,1,2,2,1,2,1,2,1,1,2,1,9,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,9,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,9,9,9,1,1,1,2,2,1,2,1,2,9,9,9,1,2,1,2,1,1,2,2,9,2,2,1,9,9,1,1,1,1,9,9,1,9
263,HALIFAX,Nova Scotia,1867 - ,6,1887.02.22,1457,6a5d016d-d686-4914-a30b-64c71dc32011,"JONES, Alfred Gilpin",4243,0.2553,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,,,,,2,2,2,1,2,1,1,2,9,9,9,1,2,9,2,2,1,2,2,1,2,1,1,2,9,9,2,9,2,1,1,2,1,2,1,1,1,1,9,9,9,9,9,9,9,1,9,9,9,9,1,2,1,9,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,9,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,9,9,1,2,2,1,2,2,9,9,1,1,1,1,2,2,1,1,9
684,SHERBROOKE (TOWN OF),Quebec,,6,1887.02.22,1464,6adebc10-e746-46f0-a246-5c97a5770800,"HALL, Robert Newton",1081,0.682,Liberal-Conservative,"Dean, lawyer",Protestant,0,2,,,,,,,,,,,,,9,9,9,9,1,2,2,1,2,9,9,2,1,1,2,1,2,2,1,2,1,2,2,1,1,9,1,2,9,2,2,1,2,1,2,2,2,9,2,2,2,2,2,2,9,9,9,9,9,2,2,1,2,9,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,9,9,2,9,2,2,2,2,2,2,2,2,2,1,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,2,2,2,1,1,2,9,9,9,1,9,2,2
843,YORK EAST,Ontario,1867 - 1903,6,1887.02.22,1471,6b844758-6f54-4c68-8373-f26140d22ff6,"MACKENZIE, Hon. A.",2552,0.5163,Liberal Party of Canada,"Contractor, editor",Protestant,0,6,,,,,,,,,Scotland,,,,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,1,2,1,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,1,1,1,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,2,9,9,1,9,2,9,9,9,9,9,9,1,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,9,1,1,2,9,9,9,9,9,2,9,1,1,2,2,9,9,1,9,9,9,9,9,9,2,2,1,9,9,9,1,1,9,2,9,9,1
44,BELLECHASSE,Quebec,1867 - 1996,6,1887.02.22,1482,6c99e207-be00-46fd-9d34-75e03efe5e39,"AMYOT, G.",1515,0.6331,Nationalist,"Editor, lawyer",Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,1,2,9,9,9,9,1,1,1,2,2,1,2,1,2,9,2,2,2,1,2,2,1,1,9,2,9,2,1,1,2,9,1,9,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,9,9,9,2,9,2,2,1,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,1,2,9,2,1,1,1,2,2,1,2,1,1,9,9,2,1,1,9,9,9,9,9,9,1,1,2,1,2,1,2
188,DURHAM EAST,Ontario,1867 - 1903,6,1887.02.22,1539,6fdf3fe2-5341-459d-bcf2-ff92e4977bdc,"WARD, Henry A.",1667,0.5666,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,1,2,1,9,2,1,2,2,1,2,1,1,1,1,9,2,9,2,1,2,2,1,9,2,9,2,9,2,2,1,2,9,9,9,2,2,2,2,9,2,2,2,2,9,1,2,1,2,9,9,9,9,2,2,2,2,9,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,9,9,9,9,9,9,2,2,1,2,9,1,9,1,2,2,2,1,9,1,2,9,2,2,1,9,9,2,1,1,2,2,9,2,9,9,9,9,9,2,2,2,2,9,9,2,2
305,HURON WEST,Ontario,1882 - 1914,6,1887.02.22,1540,6fe29ae6-0298-4000-8fd1-61f4dbbf7d99,"PORTER, Robert",2165,0.503,Liberal-Conservative,Farmer,Protestant,0,1,,,,,,,,,Scotland,,,,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,9,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,9,1,2,2,9,1,2,1,2,9,2,2,1,2,1,2,1,9,2,1,9,2,2,2,1,1,1,2,2,2,2,1,2,2,2
443,MIDDLESEX WEST,Ontario,1867 - 1966,6,1887.02.22- and 1888.03.10,1563,71d7527e-602a-44d6-8e22-ca826c5818ac,"ROOME, William Frederick",2110,0.5128,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,Unseated on petition: —,,,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,9,2,1,9,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,9,2,2,2,2,2,2,2,9,1,1,2,2,9,9,2,1,2,9,9,2,1,2,2,2,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,2,2,1,2,1,2,1,9,9,9,2,1,2,1,1,2,2,2,2,1,1,2,1,9,2,2,2,2,9,9,2,2
79,BRUCE EAST,Ontario,1882 - 1903,6,1887.02.22- and 1887.04.02,1564,71e5597a-15da-411d-82fd-60def944d8cf,"CARGILL, Henry",2182,0.5463,Conservative (1867-1942),"Farmer, lumber merchant, merchant",Protestant,0,1,,,,,,,,,,Resignation. As he was already holding a Crown appointment (Postmaster of Cargill): —,,,1,1,1,2,9,2,2,1,9,2,1,2,1,1,1,1,2,2,1,2,1,9,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,9,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,9,2,2,2,2,1,9,2,2
24,ASSINIBOIA EAST,Northwest Territories,1886 - 1905,6,1887.02.22-1888.08.02,1568,721ba068-2580-4ba8-bcdd-d49ee4ebfe93,"PERLEY, William D.",1736,0.6322,Conservative (1867-1942),"Farmer, hotelier, rancher",Protestant,0,1,,,,,,,,,,Resignation. Called to the Senate: 1888.08.02,,,1,1,1,9,1,9,2,9,2,2,1,2,1,2,2,2,2,1,9,9,9,2,2,1,1,9,1,2,9,2,2,1,2,1,2,2,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
777,VICTORIA,British Columbia,1872 - 1903,6,1887.02.22-1887.06.21,1578,727f3c80-db5a-4d30-ad8b-2cd76ddd84e7,"SHAKESPEARE, N.",548,0.2284,Conservative (1867-1942),Agent,Protestant,0,2,,,,,,,,,England,Resignation. Appointed Postmaster of Victoria: 1887.06.21,,,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
266,HALTON,Ontario,1867 - 1987,6,1888.02.07-,1612,74dd6652-cc90-4645-97e9-bfadb4e237e7,"HENDERSON, David",2183,0.5114,Conservative (1867-1942),"Banker, merchant",Protestant,0,1,,,,,,,,,,Unseated: —,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,2,1,2,2,2,9,9,2,1,9,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
549,PETERBOROUGH WEST,Ontario,1867 - 1952,6,1887.02.22,1617,75255489-bf9c-401e-beb0-14f0e5c87357,"STEVENSON, James",1280,0.5031,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,Ireland,,,,2,2,2,1,1,2,9,9,2,9,9,2,1,1,1,2,2,1,1,9,9,9,2,1,1,2,1,9,9,2,2,1,9,9,2,2,2,9,2,2,2,2,2,2,9,2,1,2,2,9,9,9,9,9,2,2,2,2,1,2,2,2,9,9,9,9,9,2,2,9,2,2,9,9,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,2,2,9,1,9,1,2,2,9,9,9,9,1,9,1,1,2,9,9,9,9,1,2,9,9,2,2,2,2,9,9,2,9
840,YORK,New Brunswick,1867 - 1914,6,1887.02.22,1624,75db6565-b7cf-4bb8-8b78-99b31c3d1842,"TEMPLE, Thomas",2172,0.5513,Conservative (1867-1942),"Farmer, lumberman",Protestant,0,2,,,,,,,,,England,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,9,2,2,2,2,9,9,1,2,2,1,1,9,1,2,9,2,9,9,9,1,2,2,2,2,2,2,2,2,2,2,9,2,2,2,1,2,2,1,2,9,2,1,2,2,1,2,9,2,2,9,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,9,9,1,2,2,1,9,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,9,2,2,9,2,1,1,2,1,1,9,2,2,2,1,1,2,2
832,YALE,British Columbia,1872 - 1892,6,1887.02.22,1629,764d6154-9f0a-4450-a7c8-b8b6c45202ae,"MARA, John Andrew",accl.,,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,9,9,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,9,2,2,1,9,1,1,2,1,9,2,2,2,9,9,9,9,9
491,NORFOLK SOUTH,Ontario,1867 - 1903,6,1887.02.22,1635,767d2ad4-15bd-4cc2-9ce2-29707e4c6128,"TISDALE, David",1797,0.5086,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,9,2,2,2,2,9,9,9,9,2,1,1,2,1,1,1,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,1,2,1,2,1,2,9,1,9,9,2,2,1,2,9,2,9,9,9,9,9,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,2,2,9,9,9,1,2,1,2,2,1,9,1,2,1,9,9,9,9,9,1,1,1,1,2,2,2,2,2,1,2,2,9
586,QUEEN'S,New Brunswick,1867 - 1892,6,1887.02.22,1640,76a7c95a-8ec0-4bbf-8233-b161f4a6278f,"KING, Geo. G.",1191,0.5131,Liberal Party of Canada,,Unknown,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
479,NEW WESTMINSTER,British Columbia,1872 - 1976,6,1887.02.22-1890.04.05 ,1649,77456795-d98c-45b9-975f-6cd30dbd918b,"CHISHOLM, Donald",533,0.6913,Conservative (1867-1942),Teacher,Protestant,0,1,,,,,,,,,,Died in office: 1890.04.05 ,,,9,9,9,9,1,2,2,1,1,2,1,2,1,2,1,1,2,2,9,2,9,2,2,1,1,9,1,2,9,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,9,9,2,1,2,9,9,2,9,2,1,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
514,ONTARIO SOUTH,Ontario,1867 - 1924,6,1887.02.22,1678,790af30c-6f5a-4c27-9611-f1717541e81d,"SMITH, William",2118,0.5231,Conservative (1867-1942),"Breeder, farmer, importer",Protestant,0,1,,,,,,,,,,,,,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,9,9,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,2,1,2,9,2,1,2,1,1,2,2,2,1,2,1,9,1,1,2,1,9,2,2,2,2,1,9,2,1,2,2,9,9,2,2
736,TORONTO CENTRE,Ontario,1872 - 1924,6,1887.02.22,1694,7a0f0d6d-70f6-41cd-9390-308e83735ff8,"COCKBURN, George R.R.",2282,0.5552,Conservative (1867-1942),School principal,Protestant,0,1,,,,,,,,,Scotland,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,9,9,9,2,2,1,1,2,9,1,9,2,9,9,9,1,1,2,2,2,2,2,2,2,2,2,9,2,1,2,1,2,1,2,2,9,2,2,9,1,1,2,2,2,9,2,2,2,2,2,2,9,2,2,2,9,2,2,2,2,2,2,2,9,9,9,9,9,9,2,1,2,2,2,1,9,1,2,1,2,2,1,9,1,2,1,1,9,2,1,2,2,2,2,1,1,2,2,2,2,9,9,2,2
251,GREY EAST,Ontario,1872 - 1914,6,1887.02.22,1714,7b93f979-f291-49f1-9a5c-54d08800f177,"SPROULE, Thomas S.",2400,0.5654,Conservative (1867-1942),"Businessman, farmer, physician",Protestant,0,3,,,,,,,,,,,,,1,1,1,2,1,2,2,1,2,2,1,2,1,9,2,2,2,2,1,2,1,9,2,1,1,2,9,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,9,1,2,2,1,2,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,9,2,2,2,9,9,2,2,2,2,2,2,2,1,2,9,1,2,1,2,2,2,1,9,1,2,1,2,2,1,2,1,2,9,1,2,9,9,9,9,9,9,9,1,2,2,2,2,1,2,2,9
784,VICTORIA SOUTH,Ontario,1867 - 1903,6,1890.12.18,1762,7f036990-08dc-4e1b-b317-fc150d17fc46,"FAIRBAIRN, Charles",accl.,,Liberal-Conservative,"Businessman, farmer",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,6,1887.02.22,1772,805aaecf-3a35-42d0-aaff-0656e58d9f83,"WELDON, C.W.",4063,0.2593,Liberal Party of Canada,Lawyer,Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,1,1,2,1,1,1,1,2,1,1,1,2,2,2,9,9,1,1,2,9,9,2,2,9,1,1,2,1,9,1,1,9,1,1,1,1,1,1,1,1,9,9,9,9,1,2,1,1,2,1,9,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,9,9,9,1,2,1,2,2,1,9,9,9,9,9,9,1,1,1,1,1,2,2,1,1,9
280,HASTINGS WEST,Ontario,1867 - 1924,6,1888.03.17,1783,80d06b25-d3dc-44df-bed4-c4e9e66e65d5,"CORBY, Henry A.",accl.,,Conservative (1867-1942),Distiller,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,9,9,9,9,2,2,1,9,9,2,2,2,2,2,2,2,2,2,2,9,1,2,2,1,9,1,2,9,1,2,1,2,2,9,9,9,2,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,9,2,1,2,1,2,1,2,2,1,9,9,2,1,1,2,9,9,9,2,1,9,9,9,9,1,2,2,1,9,2,2
642,ST. JOHN'S,Quebec,1867 - 1892,6,1887.02.22,1784,80db8ac0-f38e-470e-a1d0-571a7e48c3a0,"BOURASSA, F.",988,0.6114,Liberal Party of Canada,Farmer,Fr.Catholic,1,6,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,9,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,9,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,9,1,2,1,2,2,1,1,1,9,1,1,9,9,1,1,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,2,1,2,1,1,1,2,2,9,2,1,2,9,1,2,1,1,2,2,1,2,1,1,9,9,2,2,1,1,1
18,ARGENTEUIL,Quebec,1867 - 1947,6,1887.02.22,1789,80ef7304-2b03-4c27-89e7-96ac96264709,"WILSON, James Crocket",1038,0.5563,Liberal-Conservative,Manufacturer,Protestant,0,1,,,,,,,,,Ireland,,,,1,1,1,2,1,2,2,1,2,9,9,2,1,9,2,2,2,2,9,1,2,2,2,1,1,2,1,2,1,2,2,1,9,9,2,2,2,2,2,9,2,2,2,2,9,9,2,2,1,9,1,2,2,2,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,1,9,1,2,1,2,2,1,2,1,2,1,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9
152,COLCHESTER,Nova Scotia,1867 - 1933,6,1887.02.22- and 1887.10.27-1888.07.08 ,1816,8271e422-cfb2-4286-b311-f1b31b0a989f,"MCLELAN, Hon. Archibald Woodbury",2446,0.5735,Conservative (1867-1942),"Lumber merchant, shipbuilder",Protestant,0,4,,1,,,,,,,,Unseated: — & Resignation. Appointed Lieutenant-Governor of Nova Scotia: 1888.07.08 ,,,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,1,9,1,2,2,1,1,2,1,1,2,2,2,1,2,9,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
389,LEEDS NORTH AND GRENVILLE NORTH,Ontario,1867 - 1903,6,1887.02.22,1830,83196e64-b1c7-4258-a929-ba0dff500e68,"FERGUSON, C.F.",1140,0.5234,Liberal-Conservative,Physician,Protestant,0,4,,,,,,,,,,,,,9,9,9,9,1,2,2,1,2,9,9,2,1,9,2,2,2,2,1,9,9,2,2,1,1,2,9,2,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,2,1,2,9,2,9,2,2,1,2,9,2,9,2,2,2,2,2,2,9,2,9,2,2,9,9,9,9,9,9,9,2,2,1,2,2,9,2,1,2,2,2,1,9,1,2,9,2,2,1,2,1,2,1,9,2,9,1,2,9,2,2,9,9,9,9,2,2,9,9,9,9
513,ONTARIO NORTH,Ontario,1867 - 1924,6,1887.02.22,1859,858c580b-b9e1-479c-9edc-a8e172cbb671,"MADILL, Frank",2050,0.52,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,2,1,1,2,2,1,2,2,1,2,1,9,1,2,2,1,9,1,2,2,2,1,1,2,9,2,1,2,2,1,2,9,2,2,2,2,9,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,9,2,1,9,2,2,1,2,1,9,2,2,2,9,1,2,2,2
425,MASKINONGE,Quebec,1867 - 1924,6,1887.02.22,1862,85a45faf-585c-4c57-9a8c-ff70debd1d70,"COULOMBE, C.J.",1003,0.5015,Conservative (1867-1942),Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,1,1,2,2,1,2,2,1,2,1,9,2,1,2,2,9,2,2,2,2,1,1,1,1,9,9,2,2,1,9,9,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,9,1,2,2,1,2,1,2,2,2,9,2,2,1,2,9,9,9,2,2,2,2,2,2,9,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,2,1,1,2,1,1,1,1,1,2,2,1,9,1,9,2,9,9,9,1,2,2,9,9,2,9,9,2,9,9,2,2
83,BRUCE WEST,Ontario,1882 - 1903,6,1887.10.19,1868,863dae85-4237-409d-b9d3-707934a75e0f,"ROWAND, James",accl.,,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,9,2,2,1,2,1,2,1,1,1,1,2,1,2,9,1,1,1,2,1,1,1,1,1,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,9,2,2,1,1,2,9,2,2,1,1,9,1,9,9,1,2,1,1,1
