Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H14S1V001,H14S1V002,H14S1V003,H14S1V004,H14S1V005,H14S1V006,H14S1V007,H14S1V008,H14S1V009,H14S1V010,H14S1V011,H14S1V012,H14S1V013,H14S2V001,H14S2V002,H14S2V003,H14S2V004,H14S2V005,H14S2V006,H14S2V007,H14S2V008,H14S2V009,H14S2V010,H14S2V011,H14S2V012,H14S2V013,H14S2V014,H14S2V015,H14S2V016,H14S2V017,H14S2V018,H14S2V019,H14S2V020,H14S2V021,H14S2V022,H14S2V023,H14S2V024,H14S3V001,H14S3V002,H14S3V003,H14S3V004,H14S3V005,H14S3V006,H14S3V007,H14S3V008,H14S3V009,H14S3V010,H14S3V011,H14S3V012,H14S3V013,H14S3V014,H14S3V015,H14S3V016,H14S3V017,H14S3V018,H14S3V019,H14S3V020,H14S4V001,H14S4V002,H14S4V003,H14S4V004,H14S4V005,H14S4V006,H14S4V007,H14S4V008,H14S4V009,H14S4V010,H14S4V011,H14S4V012,H14S4V013,H14S4V014,H14S4V015,H14S4V016,H14S4V017,H14S4V018,H14S4V019,H14S4V020,H14S4V021,H14S4V022,H14S4V023,H14S4V024,H14S4V025,H14S4V026,H14S4V027,H14S4V028
327,KENT,New Brunswick,1867 - 1966,14,1923.12.20,1734,7c80f771-ca25-4628-8355-ae46ed1f9087,"DOUCET, Alexandre J.",3643,0.5147,Conservative (1867-1942),Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,2,2,2,2,1,2,1,9,2,2,2,9,1,9,9,9,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,9,9,1,1,1,2,9,9,9,9,9,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,14,1921.12.06,1738,7c9ee392-8ed6-4dae-87a9-4c963866732d,"LAVIGUEUR, Henri Edgar",6843,0.6008,Liberal Party of Canada,Merchant,Fr.Catholic,1,2,,,,,,,,,,,,,2,9,2,2,2,1,9,9,1,2,1,9,9,2,2,9,9,9,2,2,9,9,9,9,9,2,1,9,9,2,2,2,2,2,9,2,9,2,1,9,9,9,2,1,2,9,2,2,1,1,9,2,2,2,2,2,9,9,9,9,9,9,9,1,9,9,9,9,9,1,9,2,1,2,2,1,9,9,2,9,2,9,9,1,2
157,COMPTON,Quebec,1867 - 1947,14,1921.12.06-1925.05.04 ,1749,7dcd6d15-391e-480d-8f81-4bdc6ea05e69,"HUNT, Aylmer Byron",7866,0.6651,Liberal Party of Canada,"Director, farmer, lumberman, real estate agent",Protestant,0,4,,,,,,,,,,Died in office: 1925.05.04 ,,,9,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,9,9,1,2,2,1,1,1,2,9,2,1,1,1,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99
606,RICHELIEU,Quebec,1867 - 1933,14,1921.12.06-1924.01.29 and 1924.02.27,1794,813dc256-6e33-4184-9974-dd19238a9aaf,"CARDIN, Hon. Pierre Joseph A",4706,0.6972,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1924.01.29,,,2,9,2,2,2,1,1,9,9,2,1,1,2,2,2,2,9,1,2,2,2,1,9,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,9,1,2,9,9,9,1,2,2,2,2,2,2,2,9,9,9,2,1,1,2,1,2,1,1,9,2,2,1,9,2,1,1,1,2,2,2,2,1,1,2
594,REGINA,Saskatchewan,1907 - 1933,14,1921.12.06-1922.01.02 and 1922.01.19,1806,81e9d110-f6b1-4643-a4a5-d110dba9135f,"MOTHERWELL, Hon. William Richard",7786,0.449,Liberal Party of Canada,Farmer,Protestant,0,1,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1922.01.02,,,2,2,2,9,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,9,9,9,9,9,9,2,2,2,1,1,2,2,2,1,2,9,2,2,1,1,1,2,2,2,2,9,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,9,2,2,1,1,9
684,SHERBROOKE (TOWN OF),Quebec,,14,1921.12.06,1814,8266761d-df92-481b-a611-14cdb3e925bd,"MCREA, Francis N.",9043,0.666,Liberal Party of Canada,Lumber merchant,Protestant,0,3,,,,,,,,,,,,,2,9,2,2,2,1,1,2,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,2,2,2,2,9,1,9,9,9,9,9,9,2,2,1,1,9,9,9,1,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,9,9,2,9,9,1,9
63,BRANT,Ontario,1903 - 1947,14,1921.12.06,1818,828a7305-5a12-40b7-bb79-2d08e116ab9d,"GOOD, William Charles",3309,0.4083,Independent Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,9,9,1,2,2,2,2,9,2,1,1,1,1,2,1,2,9,1,9,1,1,1,2,1,2,1,1,1,1,1,9,1,9,2,1,2,1,1,1,1,9,1,9,9,9,2,2,1,1,1,1,9,9,1,2,1,2,1,1,2,1,9,2,1,2,2,1,2,2,1,9,2,2,2,1,1,1,1,1,2,1
277,HASTINGS EAST,Ontario,1867 - 1924,14,1921.12.06-1925.05.17,1825,82ecb62a-a65c-4506-9309-3e4599e0de6e,"THOMPSON, Thomas Henry",4986,0.5075,Conservative (1867-1942),"Merchant, undertaker",Protestant,0,2,,,,,,,,,,Died in office: 1925.05.17,,,1,2,2,9,1,2,9,1,1,1,2,2,1,1,2,2,2,2,1,2,9,2,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,1,9,2,2,9,2,2,1,9,1,9,2,2,2,9,1,9,9,9,9,9,9,1,1,1,2,2,2,2,1,2,2,9,9,1,2,9,99,99,99,99,99,99,99,99,99,99,99
51,BONAVENTURE,Quebec,1867 - 1971,14,1921.12.06,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Hon. Charles",6136,0.7933,Liberal Party of Canada,Journalist,Fr.Catholic,1,6,,,,,,,,,,,,,2,2,2,9,2,1,1,1,1,2,1,1,2,2,2,9,2,1,2,2,9,1,9,2,9,2,1,2,1,2,2,2,2,2,1,2,2,2,9,9,9,2,9,9,2,9,9,9,9,1,9,9,9,2,2,9,9,9,1,9,9,9,1,1,9,9,9,9,9,9,2,2,1,2,2,1,1,1,2,2,9,9,9,9,9
469,MUSKOKA,Ontario,1903 - 1924,14,1921.12.06-CHECK,1899,8861eab1-3ac0-4f96-a491-1dd15e32ee29,"HAMMELL, William James",3651,0.5093,Progressive,Farmer,Protestant,0,1,1,,,1,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
469,MUSKOKA,Ontario,1903 - 1924,14,1922.01.01 -,1899.1,8861eab1-3ac0-4f96-a491-1dd15e32ee29,"HAMMELL, William James",3651,0.5093,Liberal Party of Canada,,Protestant,0,1,,,,,,,,,,,,,2,9,1,1,9,9,1,2,2,2,1,1,2,2,2,2,1,1,2,9,2,1,1,2,1,2,1,9,9,2,2,2,2,2,1,1,2,2,1,1,2,9,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,9,2,1,2,1,1,9,1,2,1,1,1,2,2,1,2,2,9,9,2,1,2,2,2,1,1,2
679,SHELBURNE AND QUEEN'S,Nova Scotia,1892 - 1924,14,1921.12.06-1921.12.28 and 1922.01.19,1908,89103d9d-627c-4f56-8113-57b0d3865982,"FIELDING, Hon. William Stevens",5237,0.5367,Liberal Party of Canada,"Correspondent, editor, journalist",Protestant,0,6,,1,,,,,,,,Resignation. Appointed Minister of Finance and Receiver General: 1921.12.28,,,2,2,2,9,9,9,9,9,1,2,1,9,2,2,2,9,1,1,9,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
263,HALIFAX,Nova Scotia,1867 - ,14,1922.12.04,1914,895c4cad-3c13-40aa-a4f8-6c40237c8f59,"FINN, Robert Emmett",8668,0.5461,Liberal Party of Canada,"Barrister, lawyer",Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,9,2,9,1,1,2,9,2,1,9,9,9,9,9,9,9,9,2,2,2,1,9,2,9,2,1,9,2,2,2,1,9,9,9,2,9,9,2,9,2,1,2,1,2,9,9,9,1,2,1,9,9,9,2,1,2,2,9,9,9,9,9,9,9,9,9,9
432,MEGANTIC,Quebec,1867 - 1933,14,1922.11.20,1998,8f7d3a4d-4568-4969-94f2-d6b8b2df15d9,"ROBERGE, Eusebe",accl.,,Liberal Party of Canada,Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,2,2,9,9,9,2,1,2,1,2,1,2,2,2,2,9,9,2,2,2,9,1,2,9,2,1,2,1,2,2,1,9,9,2,2,2,9,9,9,2,9,2,1,2,1,1,9,9,2,1,1,9,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2
243,GLOUCESTER,New Brunswick,1867 - 1990,14,1922.11.20,2021,9127fb05-a594-4ad3-acba-8368e4391ae4,"ROBICHAUD, John G.",accl.,,Liberal Party of Canada,Fish merchant,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,9,1,2,2,2,1,1,2,1,2,1,2,1,9,9,9,9,9,9,1,2,2,1,1,2,9,2,1,2,9,9,9,9,9,1,9,9,9,9,2,9,9,1,2,1,2,1,1,2,9,2,1,1,1,2,2,1,2,2,1,1,9,2,2,2,2,1,1,9
687,SIMCOE SOUTH,Ontario,1867 - 1924,14,1921.12.06,2030,91930a35-bc92-459a-b10f-a32cc5d218fe,"BOYS, William Alves",6509,0.5777,Conservative (1867-1942),Barrister,Protestant,0,3,,,,,,,,,,,,,1,2,2,2,1,2,2,9,1,9,9,2,1,1,2,9,2,9,9,2,9,9,9,1,2,2,2,2,1,9,9,9,9,9,9,2,1,9,9,9,9,9,2,2,1,2,9,9,9,9,9,9,2,2,1,9,9,1,9,9,9,9,9,2,9,9,9,9,9,9,9,1,2,9,1,9,2,2,1,9,2,2,9,2,9
544,PERTH NORTH,Ontario,1867 - 1933,14,1921.12.06,2054,937788e9-84e8-4b88-9f74-781470a4f23e,"RANKIN, James Palmer",6030,0.4094,Liberal Party of Canada,"Physician, surgeon",Protestant,0,2,,,,,,,,,,,,,2,9,2,9,2,1,1,9,1,2,1,9,9,2,2,2,9,1,2,2,9,1,9,2,1,2,1,9,9,9,9,9,9,9,9,2,9,2,9,1,2,2,2,1,2,9,2,2,1,1,9,2,2,2,2,2,9,9,1,2,1,2,1,1,2,9,2,1,9,1,2,2,1,2,2,9,1,2,1,9,2,9,1,1,9
109,NORTH CAPE BRETON AND VICTORIA,Nova Scotia,1903 - 1924,14,1923.07.31,2076,94d3a64a-b9fb-49b8-a160-b82063516003,"KELLY, Fenwick Lionel",4839,0.452,Liberal Party of Canada,"Broker, farmer, merchant",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,2,2,2,1,2,9,9,9,9,1,2,2,2,2,2,2,2,1,1,1,2,9,1,1,9,9,2,1,9,1,9,2,1,9,2,2,2,2,1,2,9,9,9,9,9
446,MISSISQUOI,Quebec,1867 - 1924,14,1921.12.06,2132,99366acd-f4fd-4963-9ed0-49799ff7500e,"KAY, William Frederic",5268,0.6578,Liberal Party of Canada,Farmer,Protestant,0,3,,,,,,,,,,,,,2,9,2,9,2,1,9,9,9,2,1,1,2,2,2,2,2,9,9,2,9,9,9,9,9,2,1,2,1,2,2,2,2,9,1,2,9,2,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,1,2,9,1,2,9,9,9,9,1,2,2,1,2,2,9,9,9,9,9,2,9,9,9,9
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,14,1921.12.06,2156,9ac50507-8652-4cd5-a135-fa8200b2fc0c,"MACLAREN, Murray",10901,0.2431,Conservative (1867-1942),"Physician, surgeon",Protestant,0,1,,,,,,,,,,,,,1,2,2,9,9,9,9,9,1,1,2,2,1,9,2,2,2,2,9,2,1,9,9,9,9,2,2,9,9,2,2,2,9,9,9,2,1,1,2,2,2,2,2,2,1,2,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,2,2,9,1,2,9,9,1,1,2,2,1,2,1,2,1,9,2,2,2,9,9
37,BEAUHARNOIS,Quebec,1867 - 1933,14,1921.12.06,2163,9b2ea652-cd61-4b53-bea3-192a790cd611,"PAPINEAU, Louis-Joseph",5147,0.6114,Liberal Party of Canada,Lawyer,Fr.Catholic,1,4,,,,,,,,,,,,,2,2,2,1,2,1,1,2,1,2,1,9,2,2,2,2,1,9,9,2,2,1,9,2,1,2,1,9,9,2,2,2,2,2,9,2,2,9,9,9,9,9,2,1,2,1,2,2,1,9,1,2,9,9,9,9,9,2,1,2,1,2,1,9,2,9,2,1,1,1,2,2,1,2,2,9,9,9,9,2,2,2,1,1,2
186,DUNDAS,Ontario,1867 - 1924,14,1921.12.06,2188,9caced8c-84b8-4702-a257-67151ee3073c,"ELLIOTT, Preston",5732,0.5104,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,9,1,1,9,9,1,9,2,2,1,1,2,2,1,1,1,9,1,2,2,1,9,1,1,1,2,2,1,9,9,9,1,1,9,1,9,2,1,2,1,1,1,1,9,1,2,1,2,9,9,9,1,1,1,9,1,1,2,1,2,1,1,2,9,9,2,2,9,2,9,2,2,9,2,2,2,2,1,1,9,1,1,9,9
545,PERTH SOUTH,Ontario,1867 - 1933,14,1921.12.06,2229,9fe2ab69-9bca-4875-a7d1-f68a9d2a7ca8,"FORRESTER, William",3209,0.354,Liberal Party of Canada,"Farmer, manufacturer",Protestant,0,1,,,,,,,,,,,,,2,2,2,2,2,9,1,2,9,2,1,1,2,2,2,2,1,1,2,2,2,1,9,2,9,2,1,9,9,2,2,2,2,2,1,2,9,2,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,9,1,2,1,2,2,2,1,1,2
431,MEDICINE HAT,Alberta,1907 - ,14,1921.12.06,2230,9fe39079-b761-44a0-b593-a189fdacac26,"GARDINER, Robert",10295,0.7287,Progressive,Farmer,Protestant,0,2,,,,,,,,,Scotland,,,,2,1,1,1,2,2,1,2,2,9,2,9,2,1,1,1,1,2,1,9,2,1,9,9,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,9,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1
576,QU'APPELLE,Saskatchewan,1905 - 1966,14,1921.12.06,2251,a1744cb8-5f98-47d2-80e0-a977df75578a,"MILLAR, John",8350,0.6927,Progressive,"Farmer, teacher",Protestant,0,1,,,,,,,,,,,,,2,2,9,1,2,2,1,9,2,2,2,2,2,2,1,1,9,2,1,2,9,9,9,1,1,1,2,2,1,1,1,1,1,9,9,1,2,2,1,9,9,2,2,1,2,1,2,2,1,1,2,9,9,2,1,9,9,1,2,1,2,1,1,2,1,9,2,1,1,2,1,2,9,9,9,2,2,2,1,9,2,1,1,9,1
346,KOOTENAY EAST,British Columbia,1914 - 1966,14,1922.03.14,2256,a22845f9-5c3c-47c8-8b08-3a8d5cbf5169,"KING, Hon. James Horace",3223,0.6239,Liberal Party of Canada,Physician,Protestant,0,1,,1,,,,,,,,,,,9,2,2,9,2,1,1,9,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,9,2,2,1,9,9,2,1,1,2,2,2,1,2,9,2,2,1,1,9,2,2,2,2,2,2,9,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,9,2,2,2,2,1,2,2,9,9,9,9
518,OTTAWA (CITY OF,Ontario,,14,1921.12.06,2267,a2c87132-d0ad-432a-9b93-f493d5d4ddc5,"MCGIVERIN, Harold Buchanan",22087,0.2623,Liberal Party of Canada,Lawyer,Protestant,0,2,,1,,,,,,,,,,,2,9,2,2,2,1,1,2,9,2,1,1,2,2,2,9,1,1,2,9,2,1,9,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,9,2,2,2,2,2,9,2,1,2,1,2,9,9,9,9,2,1,1,1,2,2,1,9,2,1,1,1,2,2,9,9,9,9,9
585,QUEBEC SOUTH,Quebec,1914 - 1966,14,1921.12.06,2293,a47e2fa3-277a-47c3-8868-2fc0fdddd05a,"POWER, Charles Gavan",6645,0.6272,Liberal Party of Canada,Lawyer,Catholic,0,2,,,,,,,,,,,,,9,9,2,1,9,9,9,2,9,2,1,9,2,9,2,2,2,1,2,9,9,9,9,9,9,2,9,9,9,2,2,2,2,1,9,1,9,9,9,9,9,2,2,9,9,9,2,2,1,9,1,2,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,1,2,2,2,2,2,9,1,9
781,VICTORIA CITY,British Columbia,1903 - 1924,14,1921.12.06,2295,a4a7d1fa-870b-4590-a260-7e2f460d6e83,"TOLMIE, Hon. Simon Fraser",7485,0.5979,Conservative (1867-1942),"Farmer, public servant, rancher, veterinary surgeon",Protestant,0,2,,,,,,,,,,,,,1,2,2,2,1,2,2,9,9,1,2,2,1,1,2,9,2,9,2,2,9,2,2,1,2,2,2,1,2,2,2,2,9,9,9,2,1,9,2,2,2,2,2,2,9,9,1,2,2,2,9,1,2,9,9,9,1,1,1,2,1,2,2,2,2,9,1,2,2,9,9,1,2,9,1,2,9,9,9,9,2,9,9,9,1
764,VANCOUVER SOUTH,British Columbia,1914 - 1996,14,1921.12.06,2307,a5878456-2673-465c-9534-72a6e7428cb7,"LADNER, Leon Johnson",4893,0.3775,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,9,9,9,1,2,2,2,1,1,2,9,9,1,2,2,2,2,9,2,1,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,1,9,9,9,9,2,2,1,9,1,9,2,2,9,1,9,9,9,9,9,9,9,2,1,2,9,2,9,2,1,2,2,1,9,1,2,9,1,9,9,9,9,1,9,2,9,1,9
815,WEYBURN,Saskatchewan,1914 - 1947,14,1921.12.06,2310,a59e05c5-66ec-4e3f-bf21-14a8b0792e98,"MORRISON, John",6635,0.7232,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,9,1,2,2,1,2,2,2,2,9,2,1,1,1,9,9,1,2,9,1,1,2,9,1,2,2,1,9,9,9,9,9,9,1,2,2,1,9,9,9,2,1,2,9,2,9,9,1,2,9,9,2,2,9,9,1,2,1,2,9,9,1,1,9,9,9,9,9,9,2,2,1,9,9,2,2,1,1,2,9,1,9,1
582,QUEBEC WEST,Quebec,1867 - 1933,14,1921.12.06,2320,a616913c-8355-462b-913e-e3acbfdb8a99,"PARENT, Georges",8741,0.6496,Liberal Party of Canada,Lawyer,Fr.Catholic,1,4,,,,,,,,,,,,,9,9,2,9,2,1,1,9,9,2,1,1,2,2,2,9,9,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,9,9,2,9,1,2,2,2,1,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,2,1,1,9,2,2,1,9,2,1,2,1,2,2,9,2,1,1,9
351,L'ISLET,Quebec,1867 - 1933,14,1921.12.06,2321,a63343dc-e727-4871-b2c0-a429c5621416,"FAFARD, Joseph-Fernand",3720,0.6357,Liberal Party of Canada,Land surveyor,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,2,9,2,1,1,9,1,2,1,1,2,9,9,2,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,9,2,2,2,9,1,2,9,2,1,2,9,2,2,1,9,9,2,9,9,9,9,9,9,1,2,1,2,1,1,2,9,2,1,1,1,9,2,1,9,2,1,1,1,2,9,2,2,1,1,2
574,PROVENCHER,Manitoba,1871 - ,14,1921.12.06,2323,a638ffca-3e58-4c73-af5b-001d8d62aeda,"BEAUBIEN, Arthur-Lucien",3189,0.4694,Liberal Party of Canada,Farmer,Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,1,2,2,1,9,2,2,2,9,2,2,1,1,1,9,9,2,9,1,1,1,1,1,2,2,1,9,9,9,9,9,2,1,9,2,1,2,1,9,2,1,2,9,2,2,1,1,1,9,9,1,1,1,9,9,1,2,1,9,1,1,1,9,2,1,1,9,1,2,2,9,2,9,9,1,2,1,2,9,9,9,9
587,QUEEN'S,Prince Edward Island,1903 - 1966,14,1921.12.06,2343,a7e51c0d-8966-4959-a4a4-78a3f3a64fa7,"MACKINNON, Donald Alexander",6824,0.2242,Liberal Party of Canada,"Lawyer, teacher",Protestant,0,2,,,,,,,,,,,,,2,2,2,2,2,1,1,9,1,2,1,9,2,9,2,2,9,9,2,2,9,1,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,2,1,2,9,9,9,9,1,9,2,2,9,9,9,9,9,1,9,9,9,9,1,9,9,2,1,9,1,2,2,1,2,2,9,9,9,9,2,9,9,9,9,9
548,PETERBOROUGH EAST,Ontario,1867 - 1924,14,1921.12.06,2349,a82e188f-123e-47fb-bf69-8a759c435394,"BRETHEN, George Arthur",2647,0.4106,Progressive,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,2,2,9,9,2,2,2,1,2,1,1,1,1,2,1,2,2,1,9,1,1,1,2,2,1,9,9,9,9,9,9,1,2,2,1,2,2,9,2,1,2,1,2,1,1,1,2,9,9,1,1,9,1,1,2,1,2,1,9,1,1,9,2,1,2,2,1,2,2,9,2,9,2,1,1,1,2,9,1,2,1
797,WELLINGTON SOUTH,Ontario,1867 - 1966,14,1921.12.06,2354,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,"GUTHRIE, Hon. Hugh",6208,0.3663,Conservative (1867-1942),Lawyer,Protestant,0,6,,,,,,,,,,,,,9,2,2,2,1,2,2,9,1,1,2,9,1,1,2,9,9,9,9,9,9,2,9,1,9,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,2,9,9,1,2,2,2,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
401,LONDON,Ontario,1867 - 1966,14,1921.12.06,2357,a8c95255-a23d-419d-8f46-9ba15fe55968,"WHITE, John Franklin",9730,0.4432,Conservative (1867-1942),Industrialist,Protestant,0,1,,,,,,,,,,,,,1,2,9,2,1,2,2,9,1,1,2,2,1,1,2,2,2,9,1,2,9,2,2,1,9,2,2,2,2,9,9,9,9,9,9,9,9,1,2,2,2,9,2,2,1,2,1,9,2,2,2,1,9,2,1,9,9,1,9,9,9,9,2,2,9,9,1,2,9,1,1,1,2,9,9,9,9,9,9,9,9,2,1,2,9
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,14,1921.12.06-1924.07.31,2358,a8ce4ca2-ffb0-4cd6-a51b-374648d46c10,"MORRISSY, John",6706,0.5593,Liberal Party of Canada,Merchant,Catholic,0,1,,,,,,,,,,Died in office: 1924.07.31,,,2,2,2,9,2,1,9,9,1,2,1,9,2,2,2,9,9,1,9,2,9,9,9,2,9,2,1,2,1,2,2,2,2,2,1,2,2,2,9,9,9,9,2,1,2,9,9,9,9,1,9,9,9,2,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
529,OXFORD NORTH,Ontario,1867 - 1933,14,1921.12.06,2362,a9173cc1-5e5c-445b-9e89-2ca1f2391615,"SINCLAIR, Duncan James",4213,0.3475,Liberal Party of Canada,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,2,9,2,1,9,2,1,2,1,9,2,2,2,9,2,1,9,2,9,1,9,2,9,2,1,2,2,9,9,9,9,9,9,9,9,2,1,9,9,9,2,1,9,9,2,2,1,1,9,2,2,2,9,2,9,1,9,9,9,9,1,1,1,9,2,1,1,1,2,2,1,2,2,2,9,2,1,2,2,2,1,1,9
398,LINCOLN,Ontario,1903 - 1996,14,1921.12.06,2378,a9cdd2aa-c5b3-4f22-97b4-76fb3d719fd2,"CHAPLIN, James Dew",8087,0.4657,Conservative (1867-1942),Businessman,Protestant,0,2,,,,,,,,,,,,,1,2,2,2,9,9,2,2,1,1,9,2,1,9,2,2,2,9,2,2,1,2,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,1,9,2,2,9,2,2,1,9,9,9,9,2,1,2,2,2,2,9,9,2,2,2,1,2,2,2,9,9,9,9,9,1,9,1,2,9,9,9,9,9,9,1,9,2,2,2,1
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,14,1921.12.06,2380,a9ef31d5-1519-4dcd-ac74-54f968693616,"HUDSON, Albert Blellock",10570,0.5432,Liberal Party of Canada,Barrister,Fr.Catholic,0,1,,,,,,,,,,,,,9,9,9,2,2,1,1,2,2,2,1,9,2,9,9,9,1,1,9,9,2,1,1,2,1,1,2,2,2,9,9,9,9,9,2,9,9,2,9,9,9,9,2,1,2,1,2,9,9,1,2,9,9,2,9,9,9,9,9,9,9,9,9,1,9,9,2,1,9,1,2,2,1,9,9,9,9,9,9,9,2,2,9,9,2
426,MATANE,Quebec,1914 - 1933,14,1921.12.06,2413,aca426bd-b944-4cc7-ae80-cbd038c1a9dc,"PELLETIER, Francois-Jean",8105,0.7826,Liberal Party of Canada,Merchant,Fr.Catholic,1,2,,,,,,,,,,,,,9,1,2,1,2,1,1,9,1,2,1,1,2,9,9,2,2,1,2,9,2,1,1,2,9,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,2,9,9,9,9,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,2,2,9,2,1,9,2
263,HALIFAX,Nova Scotia,1867 - ,14,1921.12.06-1922.10.22,2414,aca87afe-ca44-41bd-b0c9-bd0627ebbaa7,"BLACKADDER, Edward",16157,0.267,Liberal Party of Canada,"Lecturer, physician, professor",Protestant,0,1,,,,,,,,,,Died in office: 1922.10.22,,,9,9,9,9,2,9,9,9,9,2,1,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
