Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H12S1V001,H12S1V002,H12S1V003,H12S1V004,H12S1V005,H12S1V006,H12S1V007,H12S1V008,H12S1V009,H12S1V010,H12S1V011,H12S1V012,H12S1V013,H12S1V014,H12S1V015,H12S1V016,H12S2V001,H12S2V002,H12S2V003,H12S2V004,H12S2V005,H12S2V006,H12S2V007,H12S2V008,H12S2V009,H12S2V010,H12S2V011,H12S2V012,H12S2V013,H12S2V014,H12S2V015,H12S2V016,H12S2V017,H12S2V018,H12S2V019,H12S2V020,H12S2V021,H12S2V022,H12S2V023,H12S2V024,H12S2V025,H12S2V026,H12S2V027,H12S2V028,H12S2V029,H12S2V030,H12S2V031,H12S2V032,H12S2V033,H12S2V034,H12S2V035,H12S2V036,H12S2V037,H12S2V038,H12S2V039,H12S2V040,H12S2V041,H12S2V042,H12S2V043,H12S2V044,H12S2V045,H12S2V046,H12S2V047,H12S3V001,H12S3V002,H12S3V003,H12S3V004,H12S3V005,H12S3V006,H12S3V007,H12S3V008,H12S3V009,H12S3V010,H12S3V011,H12S3V012,H12S3V013,H12S3V014,H12S3V015,H12S3V016,H12S5V001,H12S6V001,H12S6V002,H12S6V003,H12S6V004,H12S6V005,H12S6V006,H12S6V007,H12S6V008,H12S6V009,H12S6V010,H12S6V011,H12S6V012,H12S7V001,H12S7V002,H12S7V003,H12S7V004,H12S7V005,H12S7V006,H12S7V007,H12S7V008,H12S7V009,H12S7V010,H12S7V011,H12S7V012,H12S7V013,H12S7V014,H12S7V015,H12S7V016,H12S7V017,H12S7V018,H12S7V019,H12S7V020,H12S7V021,H12S7V022,H12S7V023,H12S7V024,H12S7V025,H12S7V026,H12S7V027,H12S7V028,H12S7V029
587,QUEEN'S,Prince Edward Island,1903 - 1966,12,1911.09.21,1870,8674907d-aa3e-480a-b0d4-7fec3386fb71,"MCLEAN, Angus Alexander",4392,0.2641,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,2,1,2,2,9,9,9,9,9,9,9,2,2,2,2,9,2,2,2,2,1,2,2,2,1,1,1,1,9,1,1,9,9,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,9,1,1,2,9,1,2,1,2,2,9,9,2,9,9,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,9,2
277,HASTINGS EAST,Ontario,1867 - 1924,12,1911.09.21,1888,87c17501-d622-40a8-b54a-e744773295dc,"NORTHRUP, William Barton",2899,0.6126,Conservative (1867-1942),Lawyer,Protestant,0,5,,,,,,,,,,,,,2,1,9,2,9,9,9,2,2,9,9,9,9,9,9,9,2,2,2,2,1,9,2,2,1,1,9,9,9,9,1,1,1,9,9,2,1,9,1,1,9,9,2,2,1,9,9,9,9,9,2,2,9,2,2,1,9,9,9,9,9,9,9,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,2,2,9,2,9,9,2,9,2,2,2,1,2,1,1,9,9,9,9,9,9,9,9,9,1,9,9,1,9,9,9,2
51,BONAVENTURE,Quebec,1867 - 1971,12,1911.09.21,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Hon. Charles",2444,0.6366,Liberal Party of Canada,Journalist,Fr.Catholic,1,4,,,,,,,,,,,,,1,9,9,9,9,9,1,1,9,1,2,1,1,9,1,1,1,2,1,1,2,1,2,1,2,2,9,9,2,2,2,2,2,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,9,9,9,9,9,9,1,1,9,9,9,2,1,9,9,9,9,1,1,9,9,9,1,2,1,9,2,2,9,9,9,9,1,1,9,9,9,9,1,2,2,1,1,2,1,2,2,1,1,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9
424,MARQUETTE,Manitoba,1871 - 1976,12,1911.09.21- and 1911.10.27,1917,896b827c-c49c-4978-9b77-7590d414c5ee,"ROCHE, Hon. William James",3409,0.5094,Conservative (1867-1942),Physician,Protestant,0,5,,1,,,,,,,,No reason giving for the by-election.,,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,2,1,2,9,2,2,2,2,2,2,2,2,2,9,2,9,1,1,2,9,2,9,1,2,2,2,2,2,2,9,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2
75,BROME,Quebec,1867 - 1924,12,1911.09.21-1916.06.02,1926,8a4a644f-17bd-474d-b43d-61f62d33caab,"BAKER, George Harold",1520,0.504,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,Died in office. Killed in action at Ypres: 1916.06.02,,,2,1,9,9,9,2,9,9,9,2,1,2,2,2,9,9,2,2,2,2,1,9,2,2,1,9,9,9,1,1,1,1,1,2,2,9,9,9,1,1,2,2,2,2,1,9,1,1,1,9,9,2,2,2,2,1,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
269,HAMILTON EAST,Ontario,1903 - 2003,12,1911.09.21-1915.06.26,1928,8aa5c0ed-bcaa-4229-9464-8fbd967acc30,"BARKER, Samuel",4981,0.6743,Conservative (1867-1942),Lawyer,Protestant,0,4,,,,,,,,,,Died in office: 1915.06.26,,,2,1,9,9,9,9,2,2,2,9,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,9,9,9,1,1,1,1,1,9,2,2,1,2,1,1,9,9,9,2,1,1,1,1,9,2,2,2,9,2,2,1,9,1,9,9,9,9,9,2,9,2,2,9,1,2,2,9,2,2,2,9,2,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
614,RIMOUSKI,Quebec,1867 - 1980,12,1911.09.21,1951,8c3f1b44-33c3-456b-92a4-2d9ab84b0e8c,"BOULAY, Hermenegilde",4179,0.5273,Conservative (1867-1942),"Farmer, manufacturer, merchant, trader",Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,2,2,2,9,2,2,2,1,2,9,2,2,2,2,2,2,2,2,9,1,2,2,9,9,9,1,1,1,1,9,9,2,9,1,2,9,9,2,2,2,2,1,9,9,1,1,2,2,2,9,2,1,2,2,1,2,2,1,1,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,9,9,1,2,2,9,9,9,1,9,2,2,2,9,9,1,1,2,2,2,9,9,2,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9
714,SUNBURY--QUEEN'S,New Brunswick,1892 - 1914,12,1911.09.21,1977,8dfefd55-ad19-4012-a2c9-b6c83a73227a,"MCLEAN, Hugh Havelock",2020,0.5012,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,1,9,1,9,9,9,1,1,1,9,2,1,1,9,2,9,9,9,2,2,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,1,9,9,9,9,9,1,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9
841,YORK CENTRE,Ontario,1903 - 1914,12,1911.09.21,2010,9049e5c2-b599-425a-bd36-065671fe70e8,"WALLACE, Thomas George",2838,0.5494,Conservative (1867-1942),"Merchant, miller",Protestant,0,2,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,9,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,9,9,1,2,2,9,2,2,2,1,9,1,2,2,1,1,9,2,2,2,2,9,9,2,2,2,2,9,9,9,9,9,9,2,9,9,9,9,1,2,2,2,9,1,2,2,2,2,2,9,1,2,2,2,1,2,1,1,9,2,9,1,2,9,9,9,9,1,2,2,9,2,1,1,2
564,PRINCE,Prince Edward Island,1903 - 1966,12,1911.09.21-1915.03.09,2028,9183238e-7fd1-489c-a0af-9c7ef42e31a6,"RICHARDS, James William",3529,0.5083,Liberal Party of Canada,"Merchant, shipowner",Protestant,0,2,,,,,,,,,Wales,Died in office: 1915.03.09,,,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,1,2,1,2,9,9,9,9,9,2,2,2,9,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
33,BATTLEFORD,Saskatchewan,1907 - 1924,12,1911.09.21,2029,918efb3a-d92d-46aa-83f0-6e63ac4cf6d3,"CHAMPAGNE, Albert",5453,0.6076,Liberal Party of Canada,"Farmer, hotelier, rancher",Fr.Catholic,1,2,,,,,,,,,,,,,1,9,1,1,9,9,9,9,1,1,2,9,9,1,2,1,1,2,1,1,2,9,2,1,2,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9,9,9,9,1,2,1,9,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,2,2,2,1,2,1,1,9,2,9,9,2,9,9,9,9,9,9,9,9,2,1,9,9
687,SIMCOE SOUTH,Ontario,1867 - 1924,12,1912.06.10,2030,91930a35-bc92-459a-b10f-a32cc5d218fe,"BOYS, W.A.",accl.,,Conservative (1867-1942),Barrister,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,9,2,2,2,2,2,2,1,9,1,2,2,1,1,9,2,2,2,9,9,9,2,2,9,2,2,2,2,2,2,2,2,9,9,9,1,9,2,9,2,9,9,2,2,2,9,2,9,1,2,2,2,1,9,1,1,2,2,9,1,2,9,9,9,9,1,2,2,1,2,1,1,2
401,LONDON,Ontario,1867 - 1966,12,1915.02.01-1916.12.12,2040,9231ce40-8ca4-4004-a784-c2c29cdfbe77,"GRAY, William",accl.,,Conservative (1867-1942),"Financier, manufacturer",Protestant,0,1,,,,,,,,,,Died in office: 1916.12.12,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,1,9,2,2,9,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
260,HALDIMAND,Ontario,1903 - 1952,12,1911.09.21,2058,93d83706-34fe-496c-8008-8da34d423458,"LALOR, Francis Ramsey",2817,0.5685,Conservative (1867-1942),"Manufacturer, merchant",Protestant,0,3,,,,,,,,,,,,,2,9,2,2,2,2,2,2,2,2,1,9,9,9,2,2,2,2,2,2,1,9,2,2,1,9,9,9,9,9,9,9,9,2,2,9,1,2,1,1,2,2,2,2,1,1,1,1,9,2,2,2,2,2,2,1,2,9,2,2,1,9,9,9,9,9,9,2,1,2,2,9,2,2,2,2,9,9,9,9,9,9,9,1,1,2,9,9,2,1,2,9,2,9,9,2,9,2,2,2,1,2,1,1,9,2,9,1,9,9,9,9,9,1,2,2,1,2,1,9,9
345,KOOTENAY,British Columbia,1903 - 1914,12,1912.05.30,2060,93ee7742-7392-4af4-8f6f-57873f62985f,"GREEN, R.F.",accl.,,Conservative (1867-1942),Businessman,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,1,9,2,2,1,1,9,9,9,9,9,1,1,2,9,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,2,9,2,2,1,2,2,9,2,9,9,9,2,9,9,2,2,9,9,1,1,9,9,9,9,1,2,9,2,9,2,2,9,2,2,2,1,2,1,1,9,2,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,12,1911.09.21-1911.10.09  and 1911.10.27-1914.10.20,2065,947230fc-0946-41d7-ab7f-4cdbb39c7163,"PELLETIER, Louis-Philippe",2295,0.5053,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,1,,,,,,,,Resignation. Appointed Postmaster General: 1911.10.09  & Resignation. Appointed Puisne Judge of the Quebec Superior Court: 1914.10.20,,,2,1,2,2,9,2,9,9,9,2,1,2,2,9,2,2,2,2,2,2,1,2,2,2,1,9,9,9,1,1,1,1,1,2,2,9,9,2,1,1,9,9,9,9,9,1,1,1,1,2,2,2,2,2,2,1,9,1,2,2,1,9,9,2,2,9,2,2,9,2,9,2,2,9,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
538,PEEL,Ontario,1867 - 1966,12,1911.09.21-1917.07.25,2097,96798f2e-2759-407e-8682-bc91559c9f45,"BLAIN, Richard",2656,0.5316,Conservative (1867-1942),Merchant,Protestant,0,4,,,,,,,,,,Resignation. Called to the Senate: 1917.07.25,,,2,2,2,2,2,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,9,9,2,1,1,2,2,2,2,1,2,2,2,2,2,2,9,2,2,2,1,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
858,YUKON,Yukon,1902 - 1947,12,1911.09.21,2114,9796aa93-03f8-4d49-ac6a-f2eab36fbe1c,"THOMPSON, Alfred",1285,0.6079,Conservative (1867-1942),Physician,Protestant,0,2,,,,,,,,,,,,,9,1,2,2,9,2,2,2,2,2,1,2,2,2,2,2,9,9,2,2,1,9,2,2,1,9,9,9,9,9,9,9,1,2,2,2,1,9,1,1,2,2,2,2,1,1,9,9,9,2,2,2,2,2,9,9,2,9,9,2,1,1,1,2,2,2,2,2,9,9,2,9,2,2,9,2,2,2,9,2,9,2,9,9,1,9,2,2,2,1,2,9,9,2,9,9,9,2,2,2,1,2,1,1,9,2,9,1,2,1,1,1,2,1,2,2,1,2,1,9,9
544,PERTH NORTH,Ontario,1867 - 1933,12,1911.09.21,2131,99359485-a884-4818-b289-348ffbe33fb1,"MORPHY, Hugh Boulton",3741,0.5356,Conservative (1867-1942),Barrister,Protestant,0,1,,,,,,,,,,,,,2,1,2,2,9,9,9,1,9,2,1,2,2,2,2,2,2,2,2,2,1,9,2,2,1,9,9,9,9,9,9,9,9,9,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,9,9,9,9,9,9,9,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,9,9,9,2,2,2,2,1,2,9,1,1,2,2,2,2,1,2,2,2,2,9,2,9,2,2,2,1,2,1,1,9,2,9,1,2,1,1,1,2,1,2,2,1,2,1,1,1
446,MISSISQUOI,Quebec,1867 - 1924,12,1911.09.21,2132,99366acd-f4fd-4963-9ed0-49799ff7500e,"KAY, William Frederic",2002,0.5266,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,,,,,1,2,9,1,9,9,9,9,9,1,2,1,1,1,9,9,1,2,1,1,2,9,2,1,2,9,9,9,9,9,2,2,2,1,1,9,9,9,2,2,1,1,1,1,2,9,2,2,9,9,9,1,1,1,1,2,9,9,9,9,9,9,9,9,1,9,9,9,2,9,9,9,1,9,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,2,1,1,2,1,2,9,1,1,9,9,9,9,9,9,9,9,1,1,9,1,2,9,2
400,LISGAR,Manitoba,1871 - 1987,12,1911.09.21-1915.07.16,2162,9b2b504a-dfad-40b7-9a4e-2ae25432c120,"SHARPE, William Henry",1692,0.503,Conservative (1867-1942),Merchant,Protestant,0,2,,,,,,,,,,Resignation. Enters provincial politics in Manitoba: 1915.07.16,,,2,1,2,2,2,9,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,9,2,2,1,9,9,9,9,9,9,9,9,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,9,2,9,2,9,2,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
37,BEAUHARNOIS,Quebec,1867 - 1933,12,1911.09.21,2163,9b2ea652-cd61-4b53-bea3-192a790cd611,"PAPINEAU, Louis-Joseph",1876,0.5036,Conservative (1867-1942),Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,2,1,1,1,1,9,9,9,1,2,1,1,1,1,1,1,2,1,1,2,9,2,1,2,2,2,2,2,2,2,2,2,1,1,9,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,9,1,1,2,2,2,1,1,1,1,1,9,1,1,1,1,9,9,9,1,1,9,1,2,1,2,2,1,1,9,1,9,1,1,9,1,2,1,1,9,2,1,1,2,1,2,2,1,1,2,9,1,9,9,9,9,9,1,1,2,1,2,9,1
363,LAMBTON EAST,Ontario,1882 - 1933,12,1911.09.21,2169,9b9087eb-6add-462b-bc28-48898b45eb69,"ARMSTRONG, Joseph Emanuel",2720,0.5499,Conservative (1867-1942),"Farmer, manufacturer, oilman",Protestant,0,4,,,,,,,,,,,,,2,1,2,9,2,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,9,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,9,2,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,9,1,1,2,9,2,2,1,2,9,2,9,9,2,1,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1
706,STORMONT,Ontario,1903 - 1914,12,1911.09.21,2176,9be2a4b7-1778-4a7c-96db-2342599ac7b9,"ALGUIRE, Duncan Orestes",2539,0.5132,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,,,,2,1,2,2,2,2,2,2,9,2,1,2,2,2,2,2,9,9,2,2,1,9,2,2,1,9,9,9,9,9,9,9,9,2,2,9,1,2,1,1,2,2,2,9,9,1,1,1,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,2,2,9,2,2,9,9,9,9,9,9,9,9,2,1,9,9,1,9,9,9,9,9,9,9,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
187,DURHAM,Ontario,1903 - 1966,12,1911.09.21,2179,9c5593fe-9a33-4b13-a29f-7601e8c4f098,"THORNTON, Charles Jonas",3291,0.5618,Conservative (1867-1942),Farmer,Protestant,0,3,,,,,,,,,,,,,2,1,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,9,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,9,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,9,2,1,2,9,9,9,1,2,9,9,9,9,2,9,2,2,2,1,2,1,9,2,2,9,1,2,9,9,9,9,1,2,2,1,9,9,9,9
316,JOLIETTE,Quebec,1867 - 1933,12,1911.09.21,2194,9d2133fb-e9b6-4563-80c5-10916e0ab8be,"GUILBAULT, Joseph Pierre Octave",2239,0.5075,Conservative (1867-1942),Notary,Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,9,1,1,9,9,9,9,9,9,9,9,9,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,2,9,1,2,2,1,1,9,2,2,9,2,2,2,2,2,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
580,QUEBEC-CENTRE,Quebec,1867 - 1914,12,1911.09.21,2232,a013916b-4744-4912-a536-3bac61b96fbe,"LACHANCE, Arthur",2122,0.5812,Liberal Party of Canada,"Crown attorney, crown prosecutor, lawyer",Fr.Catholic,1,3,,,,,,,,,,,,,1,9,9,9,1,1,1,1,1,1,2,2,9,2,9,9,1,2,1,1,2,9,2,1,2,2,2,2,2,2,2,2,2,9,1,9,2,1,2,2,9,9,9,9,9,9,2,2,9,1,1,1,1,1,1,2,9,9,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,9,9,1,9,9,1,9,9,2,9,9,9,9,1,1,9,9,9,9,9,9,2,1,1,2,1,2,2,9,1,9,2,1,9,9,9,9,9,1,1,2,1,2,9,9
388,LEEDS,Ontario,1903 - 1976,12,1911.11.06,2244,a10e65bf-4275-4011-8604-14dde37cf065,"WHITE, Hon. T.W.",accl.,,Conservative (1867-1942),"Financier, lawyer",Protestant,0,1,,1,,,,,,,,,,,2,1,2,2,9,9,9,9,9,9,1,9,9,9,9,9,2,2,2,2,1,9,2,2,1,1,9,9,9,9,9,9,1,9,2,9,1,2,1,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,2,9,2,9,9,2,9,9,9,9,9,9,2,9,2,9,1,1,2,9,9,9,1,2,2,2,2,9,2,1,2,2,2,1,9,9,1,9,2,1,1,2,9,9,9,9,1,9,9,9,9,9,9,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,12,1914.11.07-1916.12.29,2265,a28c850a-4c37-48c8-b86a-2fc5fbf01cac,"CASGRAIN, Hon. T.C.",accl.,,Conservative (1867-1942),"Lawyer, professor of law",Fr.Catholic,1,3,,1,,,,,,,United States,Died in office: 1916.12.29,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,2,9,9,9,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
574,PROVENCHER,Manitoba,1871 - ,12,1911.09.21,2272,a33ce87d-0860-4816-885e-070b32a2126e,"MOLLOY, John Patrick",3049,0.5333,Liberal Party of Canada,"Farmer, veterinary surgeon",Protestant,0,2,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,9,9,1,1,2,9,2,1,2,2,9,9,9,9,9,9,9,1,9,1,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,2,2,9,1,1,1,9,1,2,1,9,1,1,1,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
742,TORONTO SOUTH,Ontario,1903 - 1933,12,1911.09.21-1917.07.31,2291,a4788f5f-f4d0-4d29-8db9-5402c82499e1,"MACDONNELL, Angus Claude",4473,0.6795,Conservative (1867-1942),Lawyer,Fr.Catholic,0,3,,,,,,,,,,Resignation. Called to the Senate: 1917.07.31,,,2,9,9,2,9,9,9,9,9,2,1,2,2,9,2,2,2,2,2,2,1,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,9,2,2,2,2,2,2,1,2,1,2,2,1,1,9,2,2,9,2,9,1,2,2,9,2,2,2,2,2,2,9,2,2,2,9,9,1,2,2,2,2,1,2,2,2,9,9,2,9,2,2,2,1,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
820,WINNIPEG,Manitoba,1882 - 1914,12,1911.10.27,2311,a5a56521-a20b-4265-a2ac-40ae006805ca,"ROGERS, Hon. R.",accl.,,Conservative (1867-1942),"Business executive, gentleman, merchant",Protestant,0,1,,1,,,,,,,,,,,2,1,2,2,2,9,9,9,9,2,1,9,9,9,2,2,2,2,2,2,1,9,2,2,1,1,1,1,1,1,9,1,1,9,2,2,1,9,1,1,2,2,2,9,9,1,1,1,1,2,2,2,2,2,2,1,2,9,2,2,1,9,1,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,9,9,9,2,1,2,2,2,1,2,1,1,9,2,9,9,9,1,1,1,2,1,9,9,1,2,1,1,2
407,LOTBINIERE,Quebec,1867 - 2000,12,1911.09.21,2334,a6fc2912-863a-4f22-b4cf-427563609051,"FORTIER, Edmond",1870,0.5516,Liberal Party of Canada,Teacher,Fr.Catholic,1,5,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,9,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,9,9,9,9,9,2,2,2,1,1,1,2,1,2,2,9,9,9,9,9,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,9,1,1,1,1,1,1,9,2,1,9,1,9,1,1,1,1,1,1,1,1,9,1,1,2,2,1,1,2,1,2,2,1,1,9,2,1,2,2,2,1,2,1,1,2,1,2,9,9
172,DIGBY,Nova Scotia,1867 - 1914,12,1911.09.21,2341,a7d067da-f1bc-4093-a252-f9785b004e92,"JAMESON, Clarence",2126,0.5326,Conservative (1867-1942),Town clerk,Protestant,0,2,,,,,,,,,,,,,2,1,2,2,9,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,9,9,1,1,1,1,1,2,9,2,1,2,1,1,2,2,2,2,1,9,1,9,1,2,2,2,2,2,2,1,2,9,2,2,1,9,9,9,9,9,9,9,9,9,2,9,2,2,2,2,2,2,9,2,9,9,9,9,1,9,2,9,9,1,2,2,9,9,2,9,9,2,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,9
