Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H11S1V001,H11S1V002,H11S1V003,H11S1V004,H11S1V005,H11S1V006,H11S1V007,H11S1V008,H11S1V009,H11S1V010,H11S1V011,H11S1V012,H11S1V013,H11S2V001,H11S2V002,H11S2V003,H11S2V004,H11S2V005,H11S2V006,H11S2V007,H11S2V008,H11S2V009,H11S2V010,H11S2V011,H11S2V012,H11S2V013,H11S2V014,H11S2V015,H11S2V016,H11S2V017,H11S2V018,H11S2V019,H11S2V020,H11S2V021,H11S2V022,H11S2V023,H11S3V001,H11S3V002,H11S3V003,H11S3V004,H11S3V005,H11S3V006,H11S3V007,H11S3V008,H11S3V009,H11S3V010,H11S3V011,H11S3V012,H11S3V013,H11S3V014,H11S3V015,H11S3V016,H11S3V017,H11S3V018,H11S3V019,H11S3V020,H11S3V021,H11S3V022,H11S3V023
549,PETERBOROUGH WEST,Ontario,1867 - 1952,11,1908.10.26,2455,b01c07d5-c948-48d1-9078-25f35daea627,"STRATTON, James Robert",2851,0.531,Liberal Party of Canada,Businessman,Protestant,0,1,,,,,,,,,,,,,1,9,9,9,2,9,2,9,2,2,2,9,2,9,9,9,9,9,9,9,1,2,2,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
216,ESSEX SOUTH,Ontario,1882 - 1966,11,1908.10.26,2457,b02b1df3-ac36-4951-8ffe-b33051e3f142,"CLARKE, Alfred Henry",3334,0.5608,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,1,2,9,9,9,9,2,2,2,1,9,9,9,1,1,9,9,2,1,2,2,2,2,1,2,9,2,2,9,2,2,2,2,9,9,9,1,2,9,9,2,2,1,1,2,2,2,9,2,2,2,2,2,2,2,2,2
790,WATERLOO NORTH,Ontario,1867 - 1966,11,1908.10.26 and 1909.06.21,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Hon. Wm. Lyon MacKenzie",3469,0.5158,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",Protestant,0,1,,1,,,,,,,,No reason giving for the by-election.,,,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,1,1,2,2,2,1,2,2,2,2,1,2,2,2,9,1,2,2,2,2,9,2,2,1,1,2,9,2,2,1,1,2,9,2,9,2,2,2,2,2,2,9,9,2
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,11,1908.10.26,2497,b3353817-23f7-4cc0-9364-973411f9b454,"DEMERS, Marie-Joseph",2415,0.9485,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,9,9,9,9,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,9,1,2,2,2,2,1,2,2,1,9,2,2,2,2,1,1,2,2,9,2,2,2,2,2,2,2,2,2,2
758,VANCOUVER CITY,British Columbia,1903 - 1914,11,1908.10.26,2524,b54757e1-29b2-40b5-9fba-ecf6b7879ae0,"COWAN, George H.",4621,0.4211,Conservative (1867-1942),"Author, lawyer, solicitor",Protestant,0,1,,,,,,,,,,,,,2,9,9,9,1,9,9,9,9,1,1,9,1,2,2,9,2,1,9,1,2,1,2,1,1,2,9,9,1,9,2,1,1,1,9,9,9,9,2,9,1,9,1,1,9,9,9,9,1,1,1,1,1,9,1,1,1,1,9
238,GLENGARRY,Ontario,1867 - 1914,11,1908.10.26,2561,b80420bd-8bbc-4c62-8e76-fa339cf008a9,"MCMILLAN, John Angus",2279,0.5379,Liberal Party of Canada,Furniture and appliances retailer,Catholic,0,1,,,,,,,,,,,,,1,1,1,2,2,2,9,2,2,2,2,9,9,1,1,1,1,9,9,2,9,9,2,2,2,1,9,2,9,9,1,9,9,9,9,1,2,2,1,9,2,2,2,9,1,1,9,2,2,2,2,2,2,2,2,2,2,2,2
181,DORCHESTER,Quebec,1867 - 1966,11,1908.10.26,2567,b8788f7d-c6e1-4f0b-b2b3-91503463d6f5,"ROY, Ernest",2084,0.5203,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,9,9,2,2,2,9,2,9,9,9,1,2,9,1,9,1,2,9,9,1,2,2,2,2,1,2,1,9,9,9,2,2,2,2,1,2,2,1,9,2,2,9,9,1,9,9,2,9,2,2,9,2,2,9,9,2,2,9
352,LABELLE,Quebec,1892 - 1987,11,1908.10.26,2571,b8b69210-175c-43fe-b95a-046bc80d3523,"MAJOR, Charles B.",2951,0.645,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,9,9,2,2,2,2,2,9,2,2,9,2,1,1,9,9,2,2,9,1,9,2,2,2,1,9,1,9,9,9,2,9,9,2,9,2,2,1,1,2,9,2,2,1,9,2,9,2,2,9,9,2,2,9,9,9,9,2
675,SELKIRK,Manitoba,1871 - 1976,11,1908.10.26,2588,b9d16bd7-535c-44a7-92e1-30b35a3dc0fe,"BRADBURY, George Henry",2874,0.5087,Conservative (1867-1942),Manufacturer,Protestant,0,1,,,,,,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,9,9,2,1,9,1,9,1,1,2,1,2,1,1,2,1,1,1,1,9,1,1,2,9,1,9,1,1,2,2,1,1,9,9,9,9,1,1,1,1,1,1,1
316,JOLIETTE,Quebec,1867 - 1933,11,1908.10.26,2604,ba953d99-3d57-4558-aa0e-17e658a32d60,"DUBEAU, Joseph Adelard",2178,0.5399,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,9,1,2,2,2,2,2,2,9,2,9,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,9,9,9,1,2,9,2,2,1,2,2,1,9,2,2,2,9,1,1,2,2,2,2,2,2,2,2,2,9,2,2,9
413,MACKENZIE,Saskatchewan,1905 - 1996,11,1908.10.26,2609,badb498c-470a-4b4d-ab6c-89184fc2e86a,"CASH, Edward L.",2328,0.6567,Liberal Party of Canada,Physician,Protestant,0,2,,,,,,,,,,,,,1,1,1,2,2,2,2,9,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,9,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,9,9,9,9,9,9,9,2,2,2
147,CITY OF ST. JOHN,New Brunswick,1867 - 1914,11,1908.10.26,2612,bb362c1f-d28f-4dc6-82d8-7d44d4d02a62,"DANIEL, John W.",4394,0.5112,Conservative (1867-1942),Physician,Protestant,0,3,,,,,,,,,,,,,2,9,2,1,9,1,1,1,1,1,1,2,1,9,2,1,2,1,2,1,1,1,9,1,1,2,9,9,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,9,2,1,1,1,1,9,1,1,1,1,9,9,9,9
727,THUNDER BAY AND RAINY RIVER,Ontario,1903 - 1914,11,1908.10.26,2620,bbd6758f-75bc-4e32-ac47-ed1644df018e,"CONMEE, James",4562,0.5314,Liberal Party of Canada,Contractor,Catholic,0,2,,,,,,,,,,,,,1,9,1,2,2,2,2,2,2,2,2,1,2,9,9,1,9,9,2,2,1,9,2,2,2,1,2,2,2,2,1,2,2,9,9,1,2,2,1,9,9,2,2,9,9,9,2,2,9,9,9,9,9,9,9,2,9,9,2
464,MOOSE JAW,Saskatchewan,1907 - 1952,11,1908.10.26,2625,bc5b264d-4314-4d09-bb1d-6aa30c84ccce,"KNOWLES, William Erskine",3860,0.5799,Liberal Party of Canada,"Barrister, lawyer",Protestant,0,2,,,,,,,,,,,,,1,9,9,2,2,9,9,2,9,2,9,1,2,1,1,1,1,2,2,2,1,9,2,2,2,1,2,9,2,9,1,2,2,9,9,9,2,2,1,2,2,2,9,2,9,9,2,2,2,2,2,2,2,9,2,2,2,2,2
446,MISSISQUOI,Quebec,1867 - 1924,11,1908.10.26,2627,bc715bcf-f296-45d0-9001-fc06cc2c7bd3,"MEIGS, Daniel Bishop",1891,0.4958,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,5,,,,,,,,,,,,,1,1,1,2,2,9,2,9,9,2,2,9,2,9,2,1,1,9,2,2,1,2,2,2,2,1,2,1,2,9,1,2,9,2,2,9,2,2,1,9,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,9,2,9
690,SOULANGES,Quebec,1867 - 1914,11,1908.10.26,2673,c01d3845-0843-49c4-827e-2bfd1a650664,"LORTIE, Joseph-Arthur",942,0.5145,Conservative (1867-1942),Physician,Fr.Catholic,1,1,,,,,,,,,,,,,2,9,9,1,1,1,1,1,1,9,1,9,1,9,9,9,2,1,9,1,9,9,1,2,1,2,1,1,1,9,2,1,9,9,1,9,2,1,2,9,1,1,1,1,2,9,1,1,1,1,1,9,1,1,9,9,9,9,9
778,VICTORIA,Ontario,1903 - 1966,11,1908.10.26,2700,c1b69015-0348-4ed6-8d8a-3de18e5d1742,"HUGHES, Samuel",4315,0.5684,Liberal-Conservative,"Editor, teacher",Protestant,0,5,,,,,,,,,,,,,9,2,2,9,1,1,1,1,1,1,1,9,1,9,9,2,2,1,9,9,2,1,2,1,1,2,9,2,1,9,9,1,1,1,9,2,1,2,2,9,9,1,1,9,2,9,1,1,1,1,1,9,9,9,9,9,1,1,1
635,ST. HYACINTHE,Quebec,1867 - 1914,11,1908.10.26,2703,c1cd2cd5-6d25-4da0-9c10-9abb0e20f093,"BEAUPARLANT, Aime-Majorique",2325,0.568,Liberal Party of Canada,"Lawyer, newspaper editor",Fr.Catholic,1,2,,,,,,,,,,,,,1,1,1,9,2,2,2,2,2,9,2,1,9,1,1,9,9,2,9,9,1,2,2,2,2,1,9,9,9,9,1,2,2,2,9,9,2,2,1,1,9,2,2,9,1,1,2,2,9,9,2,9,2,2,9,9,9,9,9
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,11,1908.10.26,2716,c2ce3e98-5bb2-46c6-9de2-3fb606e89fe4,"OWEN, Charles Lewis",2448,0.5209,Conservative (1867-1942),Woollens manufacturer,Protestant,0,2,,,,,,,,,United States,,,,2,2,2,1,9,1,9,1,1,1,1,9,9,9,9,9,2,9,2,1,9,1,2,1,9,9,9,2,1,9,2,1,9,1,1,1,1,9,2,9,1,1,9,9,2,9,1,9,1,1,9,9,9,9,1,9,9,1,9
331,KENT WEST,Ontario,1903 - 1914,11,1908.10.26,2739,c48c0c69-936b-4de8-94f5-4eaa16ad3ee5,"MCCOIG, Archibald Blake",3782,0.5055,Liberal Party of Canada,"Agent, farmer",Protestant,0,1,,,,,,,,,,,,,1,1,9,2,2,9,2,2,2,2,2,9,2,1,1,1,9,2,2,2,1,2,2,2,9,9,2,2,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,9,9,2,2,2,2,2,2,2,2,9,2,2,2,2
305,HURON WEST,Ontario,1882 - 1914,11,1908.10.26,2770,c69d366d-3fa2-4c8f-9137-87a4374b0a6e,"LEWIS, Edward Norman",2137,0.5074,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,2,9,9,9,1,9,9,9,9,1,1,2,1,9,2,9,9,9,1,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,1,2,2,9,1,9,9,9,9,1,9,9,9,9,9,1
686,SIMCOE NORTH,Ontario,1867 - ,11,1908.10.26,2771,c6a7be07-ee5a-43aa-83c1-224904a145c3,"CURRIE, John Alister",2756,0.5047,Conservative (1867-1942),"Author, ironworker, journalist, manager",Protestant,0,1,,,,,,,,,,,,,9,2,2,1,1,1,1,1,9,1,1,9,9,2,2,2,9,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,9,1,1,1,1,1,2,1,1,1,1,1,2,9,1,9,1,9,9,1,1,9,9,9,1,1,1
530,OXFORD SOUTH,Ontario,1867 - 1933,11,1908.10.26,2789,c7a0bee8-144b-4dce-b5cb-106741e513aa,"SCHELL, Malcolm Smith",2712,0.5087,Liberal Party of Canada,"Exporter, farmer, lumber merchant",Protestant,0,2,,,,,,,,,,,,,1,1,1,2,2,9,2,2,9,2,2,9,2,9,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,9,2,2,9,2,2,1,1,2,2,2,2,1,9,2,2,2,2,2,9,9,9,9,9,2,2,2
396,LEVIS,Quebec,1867 - 1998,11,1908.10.26,2803,c8d4bc45-28d2-4808-b924-986bbbae18af,"CARRIER, Louis-Auguste",2841,0.6269,Liberal Party of Canada,Wholesaler,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,9,9,1,1,1,9,9,9,2,1,9,2,2,2,1,2,1,2,9,1,2,9,2,2,9,2,2,1,9,2,2,2,2,9,9,2,2,9,2,2,9,9,9,9,9,9,9,9
401,LONDON,Ontario,1867 - 1966,11,1908.10.26,2804,c8f2be61-cd6f-43fb-a893-24d9d59c84f9,"BEATTIE, Thomas",4121,0.5798,Conservative (1867-1942),Businessman,Protestant,0,3,,,,,,,,,Ireland,,,,9,9,9,1,1,9,9,1,9,1,9,9,9,2,2,2,9,9,9,9,2,1,9,9,9,9,9,1,9,9,2,1,9,1,9,9,1,1,2,2,1,9,9,1,9,2,1,9,1,9,9,9,9,9,9,9,9,9,9
488,NORFOLK,Ontario,1903 - 1924,11,1908.10.26,2808,c944adda-70d9-4e98-af30-cae4df11c4ef,"MCCALL, Alexander",3456,0.5328,Conservative (1867-1942),Lumber merchant,Protestant,0,1,,,,,,,,,,,,,2,2,9,1,1,1,1,1,9,1,9,9,1,2,2,2,9,9,1,1,9,1,2,1,1,2,1,2,1,9,2,1,1,1,1,9,1,1,2,9,1,1,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1
398,LINCOLN,Ontario,1903 - 1996,11,1908.10.26,2822,ca1d8584-67fd-45ae-8abf-9dbac268e505,"LANCASTER, Edward Arthur",3853,0.5167,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,England,,,,2,9,9,1,1,1,1,1,1,1,1,2,1,2,2,2,9,1,1,9,2,1,2,1,1,2,9,1,9,9,2,1,9,1,1,2,1,1,2,1,9,9,9,1,9,9,1,9,1,1,9,1,1,1,9,1,1,1,1
171,TWO MOUNTAINS,Quebec,1867 - 1914,11,1908.10.26,2826,ca78d9ab-0426-4d6c-8218-0df24a170a42,"ETHIER, Joseph Arthur C.",1427,0.5167,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,4,,,,,,,,,,,,,1,9,1,2,2,2,2,9,2,2,2,1,9,9,1,9,1,9,9,2,1,9,2,2,2,1,2,1,2,9,1,2,2,2,2,9,2,2,1,9,9,2,2,2,1,1,9,2,2,2,2,9,2,2,9,9,2,9,2
550,PICTOU,Nova Scotia,1867 - 1966,11,1908.10.26,2833,caf95693-3e52-4de2-93d7-a05d2dbc295f,"MACDONALD, Edward Mortimer",4336,0.5179,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,9,1,9,9,9,9,9,9,2,2,2,9,2,1,1,9,1,2,2,2,1,2,2,2,2,1,2,9,9,9,1,2,9,2,2,1,2,2,1,9,2,2,2,2,1,1,2,9,9,2,2,2,9,9,2,9,2,2,9
340,KINGSTON,Ontario,1867 - 1924,11,1908.10.26,2849,cc333c8d-32de-4dd8-af38-8ccdcd3c8e0e,"HARTY, Hon. William",2224,0.5426,Liberal Party of Canada,Businessman,Catholic,0,3,,,,,,,,,,,,,1,9,1,2,9,2,9,9,9,9,2,9,9,1,1,9,9,9,9,2,9,9,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9
207,ELGIN EAST,Ontario,1867 - 1924,11,1908.10.27,2852,cc5e1e8a-6e0c-4aca-8cda-ee213c7a6d26,"MARSHALL, David",2263,0.5289,Conservative (1867-1942),Businessman,Protestant,0,2,,,,,,,,,,,,,2,9,2,1,9,1,1,9,1,1,1,2,9,2,2,2,9,1,9,1,1,9,2,1,1,2,9,2,9,9,9,9,9,9,1,2,1,1,2,9,9,1,9,1,9,9,1,9,1,9,9,9,9,9,9,1,9,9,9
658,SALTCOATS,Saskatchewan,1907 - 1924,11,1908.10.26,2863,cd4bd043-2fae-4ee3-9b90-63677506a57a,"MACNUTT, Thomas",2520,0.5351,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,,,,,1,1,1,2,2,9,2,2,2,2,2,9,9,1,1,1,9,2,2,2,1,2,2,2,2,1,2,9,2,9,1,2,2,2,2,1,2,2,1,9,2,2,2,2,9,1,2,2,2,9,2,2,2,2,2,2,2,2,2
711,STRATHCONA,Alberta,1905 - 1924,11,1908.10.26-1909.07.21,2869,cda56f7f-cb9c-4826-9b43-5786b4730fbf,"MCINTYRE, Wilbert",3130,0.5014,Liberal Party of Canada,Physician,Protestant,0,2,,,,,,,,,,Died in office: 1909.07.21.,,,1,1,9,9,9,9,2,2,2,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,11,1908.10.26,2897,d02a7b53-dad0-4944-82b0-aed9054a7bc2,"MEIGHEN, Arthur",3144,0.5207,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,9,2,9,9,1,9,1,1,1,1,9,9,9,9,1,2,1,1,1,2,1,2,1,1,2,9,2,1,9,2,1,1,1,1,9,1,1,2,1,1,1,1,1,2,2,1,1,9,9,9,1,1,1,9,9,1,9,1
443,MIDDLESEX WEST,Ontario,1867 - 1966,11,1909.11.10,2902,d048726f-34a2-4e13-bdf4-dfb1f028309d,"ROSS, Duncan Campbell",1934,0.521,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,9,9,2,2,2,1,9,2,2,2,1,2,2,2,9,1,2,9,2,2,9,2,2,1,1,2,2,2,2,1,1,2,2,2,9,2,2,2,2,2,9,2,2,2
563,PRESCOTT,Ontario,1867 - 1952,11,1908.10.26,2905,d0ceec5f-f083-4ad4-8139-eadbb88a7dcf,"PROULX, Edmond",2527,0.7025,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,9,2,1,2,1,1,1,9,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,9,2,2,2,2,2,2,9,2,2,2,2
313,JACQUES CARTIER,Quebec,1867 - 1952,11,1908.10.26,2908,d1344229-2345-4b79-acda-cb584ec7cc68,"MONK, Frederick Debartzch",4143,0.5665,Conservative (1867-1942),"Lawyer, professor",Fr.Catholic,0,4,,,,,,,,,,,,,2,9,2,1,9,9,9,1,9,9,9,9,1,2,2,1,2,9,9,9,1,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,2,1,9,9,1,9,9,1,2,9,1,9,1,9,1,9,1,1,1,9,9,9,9
74,BROCKVILLE,Ontario,1867 - 1914,11,1908.10.26,2938,d37caeac-e2c8-4010-a406-bd6c910d1265,"GRAHAM, Hon. George Perry",2144,0.5174,Liberal Party of Canada,"Editor, journalist",Protestant,0,2,,1,,,,,,,,,,,1,1,1,2,2,2,9,2,2,2,2,1,2,1,1,9,1,2,2,2,1,2,2,2,2,1,9,2,2,2,1,2,2,2,2,1,2,2,1,9,2,2,2,2,1,1,2,2,2,9,2,2,2,2,9,2,9,9,9
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,11,1908.10.26,2947,d450f513-61eb-48c4-b15a-6c4a45717765,"PUGSLEY, Hon. William",5582,0.5232,Liberal Party of Canada,Lawyer,Protestant,0,2,,1,,,,,,,,,,,1,1,1,2,2,2,2,9,2,9,9,1,2,1,1,1,1,9,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2
587,QUEEN'S,Prince Edward Island,1903 - 1966,11,1908.10.26,2953,d48d6401-4298-4675-800a-0bb113070c33,"WARBURTON, Alexander Bannerman",4196,0.2506,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,1,9,2,9,2,9,2,2,2,1,2,1,1,1,1,2,2,2,1,9,2,2,2,1,2,2,2,9,1,2,2,2,2,1,2,2,1,1,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,9,9,9,9
831,WRIGHT,Quebec,1892 - 1947,11,1908.10.26,2978,d5f57ebd-8d4c-4446-8069-990c372443b3,"DEVLIN, Emmanuel B.",3562,0.5554,Liberal Party of Canada,Lawyer,Catholic,1,2,,,,,,,,,,,,,1,9,9,2,9,2,9,2,9,9,9,9,9,9,9,9,9,2,2,2,1,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,1,2,9,2,2,2,2,2,2,2,2,2,2,2
721,TEMISCOUATA,Quebec,1867 - 1959,11,1908.10.26,2988,d68f3149-1746-4cee-8c31-9202fd5201eb,"GAUVREAU, Charles-Arthur",3027,0.5617,Liberal Party of Canada,"Author, notary",Fr.Catholic,1,4,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,1,9,1,9,1,1,2,2,2,1,2,2,2,2,1,2,9,2,9,1,2,9,2,2,1,2,2,1,9,2,2,2,2,1,1,2,2,9,2,2,2,2,2,2,9,2,2,2
425,MASKINONGE,Quebec,1867 - 1924,11,1908.10.26,2994,d7158e1a-e713-48f0-9cf9-4d92b6729107,"MAYRAND, Hormisdas",1500,0.5624,Liberal Party of Canada,Farmer,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,1,2,2,9,9,2,2,2,2,9,2,1,1,9,1,2,2,2,1,2,2,2,2,1,9,1,2,9,9,2,9,2,2,9,2,2,9,9,2,2,2,2,1,9,2,9,9,2,9,9,9,2,9,9,2,9,9
228,FRONTENAC,Ontario,1867 - 1924,11,1908.10.26,3022,d8e64909-c88d-4e3e-abfe-a46943452386,"EDWARDS, John Wesley",2184,0.5521,Conservative (1867-1942),"Physician, teacher",Protestant,0,1,,,,,,,,,,,,,2,2,2,1,1,1,1,1,1,1,1,9,1,2,2,2,2,1,9,1,2,1,2,1,1,2,9,2,1,9,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,9,1,1,1,9
304,HURON SOUTH,Ontario,1867 - 1933,11,1908.10.26,3026,d92a3cfe-dbbe-419f-9a54-a0c3b60bd83f,"MCLEAN, Murdo Young",2586,0.5153,Liberal Party of Canada,"Journalist, publisher",Protestant,0,2,,,,,,,,,,,,,9,9,9,2,2,2,2,9,2,2,2,1,2,1,1,1,1,2,2,2,1,9,2,2,2,1,2,2,2,9,1,2,2,2,2,9,2,2,1,1,2,9,9,2,1,1,2,2,2,2,2,9,9,9,2,9,2,2,2
61,BRANDON,Manitoba,1892 - 1952,11,1908.10.26,3028,d95b9bde-8a19-4c56-a4de-24c497fb7e53,"SIFTON, Hon. Clifford",3567,0.4978,Liberal Party of Canada,Lawyer,Protestant,0,4,,,,,,,,,,,,,1,9,9,2,9,2,9,2,9,2,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9
252,GREY NORTH,Ontario,1867 - 1966,11,1908.10.26,3029,d970d184-d56d-4589-860d-306da0296ebf,"MIDDLEBRO, William Sora",2923,0.5128,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,9,1,1,1,1,1,1,1,9,9,1,2,2,2,2,1,9,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,9,1,1,9,1,1,1,9,1,2,2,1,1,1,9,1,1,1,1,1,1,1,1,1
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,11,1908.10.26,3033,d98b30ab-759a-4b5e-b3ba-420ce11b08d2,"SINCLAIR, John H.",2001,0.527,Liberal Party of Canada,"Editor, lawyer",Protestant,0,3,,,,,,,,,,,,,1,1,1,2,2,9,9,2,2,2,2,1,9,9,1,1,9,9,2,2,1,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,2,2,1,1,2,2,2,2,1,1,9,2,2,2,2,2,2,2,2,9,9,9,9
677,SHEFFORD,Quebec,1867 - ,11,1908.10.26,3045,daaeca69-7a49-4da5-912c-856be631f2a2,"ALLEN, Henry Edgarton",2465,0.5332,Liberal Party of Canada,Merchant,Unknown,0,1,,,,,,,,,,,,,1,1,1,2,2,9,9,9,2,2,9,1,2,1,1,1,9,2,2,9,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
614,RIMOUSKI,Quebec,1867 - 1980,11,1908.10.26,3069,dc93ce28-7200-41d3-b75e-b265ee98a9d4,"ROSS, Jean Auguste",3737,0.5428,Liberal Party of Canada,"Coroner, physician",Fr.Catholic,1,4,,,,,,,,,,,,,1,1,9,2,2,2,2,2,2,2,2,1,2,1,1,1,9,2,2,2,1,2,2,2,2,1,9,9,2,9,1,2,9,2,2,9,2,2,9,2,2,2,2,2,1,9,2,9,2,2,2,2,9,9,2,2,2,2,2
440,MIDDLESEX EAST,Ontario,1867 - 1966,11,1908.10.26,3079,dd73c12c-015e-4caa-aeb9-727fc6141a7b,"ELSON, Peter",2369,0.5277,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,,,,,2,2,9,1,1,1,1,1,1,1,1,9,1,2,2,2,9,1,2,1,2,1,2,1,1,2,1,2,1,9,2,1,9,1,1,2,1,1,2,1,1,1,1,1,9,2,1,1,1,1,1,1,1,1,1,9,1,9,9
685,SIMCOE EAST,Ontario,1882 - 1966,11,1908.10.26,3085,de42cac7-8e43-4a1c-800a-62c7834e3b53,"CHEW, Manley",3417,0.5201,Liberal Party of Canada,Lumber merchant,Protestant,0,1,,,,,,,,,,,,,1,9,9,2,9,2,9,2,9,9,2,9,9,1,1,9,9,2,2,2,9,2,2,2,2,1,9,9,2,2,1,9,9,2,2,1,2,2,9,1,2,9,2,2,1,1,9,2,2,2,2,9,9,9,9,2,9,9,9
723,TERREBONNE,Quebec,1867 - 1996,11,1908.10.26,3129,e2266066-d57e-43b1-9b59-d575d15804d9,"NANTEL, Wilfrid-Bruno",2592,0.5077,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,1,1,1,1,1,9,1,9,9,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,9,1,1,1,2,1,2,1,1,1,1,1,2,2,1,9,1,1,1,1,9,9,9,9,1,1,9
581,QUEBEC EAST,Quebec,1867 - 1966,11,1908.10.26,3137,e2f3ce71-bd81-4d34-8a08-56a140552231,"LAURIER, Right Hon. Sir Wilfrid",3764,0.7083,Liberal Party of Canada,Lawyer,Fr.Catholic,1,9,,1,,,,,,,,Resignation. Elected for Qu_bec East and for Ottawa. Chose to sit for Qu_bec East.,,,1,1,9,9,2,2,2,2,2,2,2,1,2,1,1,1,9,2,2,2,1,9,2,2,2,1,2,2,2,9,1,9,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,9,2,9,2,2
