Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H04S1V001,H04S1V002,H04S1V003,H04S1V004,H04S1V005,H04S1V006,H04S1V007,H04S1V008,H04S1V009,H04S1V010,H04S1V011,H04S1V012,H04S1V013,H04S1V014,H04S1V015,H04S1V016,H04S1V017,H04S1V018,H04S2V001,H04S2V002,H04S2V003,H04S2V004,H04S2V005,H04S2V006,H04S2V007,H04S2V008,H04S2V009,H04S2V010,H04S2V011,H04S2V012,H04S2V013,H04S2V014,H04S2V015,H04S2V016,H04S2V017,H04S2V018,H04S2V019,H04S2V020,H04S2V021,H04S2V022,H04S3V001,H04S3V002,H04S3V003,H04S3V004,H04S3V005,H04S3V006,H04S3V007,H04S3V008,H04S3V009,H04S3V010,H04S3V011,H04S3V012,H04S3V013,H04S3V014,H04S3V015,H04S3V016,H04S3V017,H04S3V018,H04S3V019,H04S3V020,H04S3V021,H04S3V022,H04S3V023,H04S3V024,H04S3V025,H04S3V026,H04S3V027,H04S3V028,H04S3V029,H04S3V030,H04S3V031,H04S3V032,H04S3V033,H04S3V034,H04S3V035,H04S3V036,H04S3V037,H04S3V038,H04S3V039,H04S3V040,H04S3V041,H04S3V042,H04S3V043,H04S3V044,H04S3V045,H04S3V046,H04S3V047,H04S3V048,H04S3V049,H04S3V050,H04S4V001,H04S4V002,H04S4V003,H04S4V004,H04S4V005,H04S4V006,H04S4V007,H04S4V008,H04S4V009,H04S4V010,H04S4V011,H04S4V012,H04S4V013,H04S4V014,H04S4V015,H04S4V016,H04S4V017,H04S4V018,H04S4V019,H04S4V020,H04S4V021,H04S4V022,H04S4V023,H04S4V024,H04S4V025,H04S4V026,H04S4V027,H04S4V028,H04S4V029,H04S4V030,H04S4V031,H04S4V032,H04S4V033,H04S4V034,H04S4V035,H04S4V036,H04S4V037,H04S4V038,H04S4V039,H04S4V040,H04S4V041,H04S4V042,H04S4V043,H04S4V044,H04S4V045,H04S4V046,H04S4V047,H04S4V048,H04S4V049,H04S4V050,H04S4V051
5,ALBERT,New Brunswick,1867 - 1903,4,1878.09.17,1496,6d25e647-29b1-4220-a8e5-931bd872400f,"ROGERS, Alex.",684,0.3721,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,9,9,2,2,1,2,2,1,9,9,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,1,1,1,2,2,1,1,1,1,1,9,1,9,1,9,9,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
29,BAGOT,Quebec,1867 - 1933,4,1878.09.17-1880.11.07 and 1880.11.20,1526,6e936237-5811-4759-b571-54f29fb0d173,"MOUSSEAU, Joseph-Alfred",1387,0.5308,Conservative (1867-1942),Lawyer,Fr.Catholic,1,2,,1,,,,,,,,Resignation. Appointed President of the Privy Council: 1880.11.07,,,1,1,2,1,2,2,2,2,2,2,1,1,2,2,9,1,2,1,1,1,2,2,9,9,9,1,1,2,2,2,9,2,2,1,9,2,1,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,9,2,2,2,2,2,2,2,2,2,2,2,1,1,9,9,2,1,2,2,2,2,1,1,2,2,2,1,2,9,9,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
268,HAMILTON,Ontario,1867 - 1903,4,1878.09.17,1538,6fc1dc26-71e3-42cb-8af9-78e061e79895,"KILVERT, F.E.",2252,0.2664,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,9,9,2,1,1,9,9,9,2,2,2,1,9,2,9,9,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,9,9,1,2,2,2,1,2,9,9,9,2,2,1,1,1,9,9,2,2,9,2,2,2,1,9,2,2,1,2,2,2,2,2,2,2,2,1,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,9
549,PETERBOROUGH WEST,Ontario,1867 - 1952,4,1878.09.17,1548,70e223f8-48e2-4634-810e-5cffe5082b9c,"HILLIARD, George",1071,0.5506,Liberal-Conservative,Lumber merchant,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,9,9,9,2,1,1,1,2,9,1,2,1,2,1,2,9,1,1,2,2,2,2,9,9,1,1,9,2,1,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,1,2,2,2,2,1,1,2,1,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9
626,RUSSELL,Ontario,1867 - 1966,4,1878.09.17-1878.10.16 and 1878.11.04,1556,715c07ae-d21b-4608-b9c3-cab810f535ba,"O'CONNOR, Hon. John",1612,0.5951,Conservative (1867-1942),Lawyer,Catholic,0,3,,1,,,,,,,United States,Resignation. Appointed President of the Privy Council: 1878.10.16,,,1,1,2,9,9,9,9,9,2,9,1,1,9,9,9,1,9,9,9,9,9,1,1,2,9,1,1,2,1,1,2,2,2,1,1,9,1,9,2,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,1,1,2,2,1,9,9,9,2,2,9,2,2,2,2,2,2,2,9,9,9,9,9,9,9,2,9,9,1,2,9,9,9,9,9,2,2,9,2,9,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
243,GLOUCESTER,New Brunswick,1867 - 1990,4,1878.09.17,1609,74c6898b-a605-4725-8317-d85792bd590b,"ANGLIN, Hon. Timothy Warren",accl.,,Liberal Party of Canada,"Newspaper editor, newspaper owner",Catholic,0,4,,,,,,,,,Ireland,,,,2,2,1,9,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,9,1,2,2,9,1,1,1,1,9,2,1,1,1,9,9,1,2,1,1,2,9,9,1,1,1,2,2,1,1,9,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
326,KENT,Ontario,1867 - 1903,4,1878.09.17,1622,75a05f12-391a-4138-93bc-e40176b9f447,"STEPHENSON, Rufus",2502,0.5596,Conservative (1867-1942),"Newspaper editor, newspaper owner",Protestant,0,4,,,,,,,,,United States,,,,1,1,2,9,2,2,2,9,9,1,9,9,9,2,9,1,2,2,1,2,1,1,9,9,1,1,9,2,1,1,9,2,2,1,9,2,1,2,2,9,9,2,2,2,2,9,9,9,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,1,1,9,9,9,9,1,2,1,9,1,2,2,2,2,2,2,2,1,9,1,2,9,9,9,2,2,2,1,2,2,2,9,9,9,2,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2
188,DURHAM EAST,Ontario,1867 - 1903,4,1878.09.17,1634,7670523e-ab3f-4ce6-8e10-572cb1dde413,"WILLIAMS, A.T.H.",1717,0.5659,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,1,1,9,2,1,1,2,2,1,9,1,1,9,9,9,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,9,2,2,1,9,9,9,2,2,9,2,2,2,2,2,2,2,9,1,1,1,9,9,2,2,2,2,1,9,2,2,1,2,1,9,2,2,9,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
586,QUEEN'S,New Brunswick,1867 - 1892,4,1878.09.17,1640,76a7c95a-8ec0-4bbf-8233-b161f4a6278f,"KING, George G.",1143,0.6447,Liberal Party of Canada,Businessman,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,1,1,1,1,1,1,1,1,1,2,9,9,9,9,2,2,1,2,9,9,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,9,2,1,1,1,1,9,9,9,9,9,9,9,1,2,9,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,MARQUETTE,Manitoba,1871 - 1976,4,1878.11.30,1654,7795134e-d9e4-43bc-8e60-53e9290c6aa5,"RYAN, Joseph",accl.,,Liberal Party of Canada,"Barrister, editor",Catholic,0,2,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,1,1,2,2,9,1,2,1,1,1,1,2,1,2,2,1,1,9,9,9,2,2,2,1,1,2,9,9,2,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,9,9,9,9,9,2,2,2,9,9,9,9,9,2,2,1,1,1,2,2,2,2,2,2,2,9,9,2,9,9,1,1,9,2,2,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9
75,BROME,Quebec,1867 - 1924,4,1880.10.18,1698,7a5298b0-4e32-4e9d-8c9d-deb8bc08c567,"MANSON, David Ames",1217,0.5255,Liberal-Conservative,"Merchant, postmaster, telegrapher",Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,9,1,1,2,1,1,1,2,2,1,2,2,2,9,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,9,2,2,1,9,9,2,9,2,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2
251,GREY EAST,Ontario,1872 - 1914,4,1878.09.18,1714,7b93f979-f291-49f1-9a5c-54d08800f177,"SPRAULE, Thomas Simpson",1664,0.5949,Conservative (1867-1942),"Businessman, farmer, physician",Protestant,0,1,,,,,,,,,,,,,1,1,2,1,2,2,2,9,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,9,9,9,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,2,9,9,9,9,2,2,2,2,2,2,2,9,2,9,1,9,9,1,2,2,2,2,2,2,2,1,9,2,2,1,2,1,2,2,2,2,2,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,9
563,PRESCOTT,Ontario,1867 - 1952,4,1878.09.17,1753,7e1743a4-b601-42bf-8561-f5aac1d99197,"ROUTHIER, Felix",875,0.3637,Conservative (1867-1942),Industrialist,Catholic,1,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,9,2,1,1,2,9,1,1,2,2,9,2,1,1,1,2,2,2,9,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,2,2,2,2,1,1,9,9,2,2,9,2,2,9,9,9,2,1,9,1,1,2,2,1,9,9,2,2,1,2,2,2,1,2,1,2,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18,ARGENTEUIL,Quebec,1867 - 1947,4,1878.09.17,1759,7ed1e48b-8ba1-4073-89fd-3cd191edca24,"CHRISTIE, Thomas",919,0.5254,Liberal Party of Canada,"Physician, professor",Protestant,0,2,,,,,,,,,Scotland,,,,2,2,1,9,1,1,1,1,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
146,CITY AND COUNTY OF ST. JOHN,New Brunswick,1867 - 1914,4,1878.09.17,1772,805aaecf-3a35-42d0-aaff-0656e58d9f83,"WELDON, Chas. W.",2449,0.2634,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,1,2,2,9,9,9,9,9,9,2,2,1,1,9,9,9,2,2,2,1,1,1,1,1,2,2,1,1,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,9,2,9,2,1,1,1,9,9,1,9,1,9,9,2,2,1,1,1,1,9,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
642,ST. JOHN'S,Quebec,1867 - 1892,4,1878.09.17,1784,80db8ac0-f38e-470e-a1d0-571a7e48c3a0,"BOURASSA, Francois",780,0.5723,Liberal Party of Canada,Farmer,Fr.Catholic,1,4,,,,,,,,,,,,,2,2,1,9,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,9,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,2,1,1,9,2,2,2,1,1,1,1,9,9,1,9,9,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1
152,COLCHESTER,Nova Scotia,1867 - 1933,4,1881.06.18,1816,8271e422-cfb2-4286-b311-f1b31b0a989f,"MCLELAN, Archibald Woodbury",1802,0.5674,Conservative (1867-1942),"Lumber merchant, shipbuilder",Protestant,0,2,,1,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,9,1,1,9,9,2,2,2,2,1,2,2,2,1,2,9,2,9,2,2,2,2,1,2,1,2,2,2,2,2,9,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,9,2
389,LEEDS NORTH AND GRENVILLE NORTH,Ontario,1867 - 1903,4,1878.09.17,1830,83196e64-b1c7-4258-a929-ba0dff500e68,"FERGUSON, Charles Frederick",859,0.5107,Liberal-Conservative,Physician,Protestant,0,2,,,,,,,,,,,,,1,1,2,1,2,2,2,9,2,1,1,1,2,2,1,1,2,2,1,1,1,9,9,9,1,9,1,2,9,9,2,9,2,9,9,9,1,2,2,2,9,9,2,2,2,2,2,2,9,2,2,2,9,2,2,9,2,2,2,9,2,2,2,2,2,2,2,2,1,9,2,1,2,9,9,9,2,1,1,9,9,9,9,2,9,2,2,2,2,2,1,1,9,9,9,2,2,2,9,2,9,1,2,2,2,9,9,9,9,9,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2
756,VANCOUVER,British Columbia,1872 - 1903,4,1878.09.17,1834,8367f9d7-6af3-43a3-aa1d-d11e632b1d95,"BUNSTER, Arthur",336,0.4686,Liberal Party of Canada,"Brewer, farmer, miller",Protestant,0,2,,,,,,,,,Ireland,,,,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,9,9,1,2,1,2,1,2,2,1,1,2,2,2,2,9,2,1,1,2,1,9,9,2,9,9,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,9,2,2,9,1,9,1,2,9,2,9,9,2,9,2,9,9,1,9,2,9,9,2,1,2,2,2,1,1,9,2,2,9,9,2,2,2,9,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12,ANNAPOLIS,Nova Scotia,1867 - 1914,4,1878.09.17,1851,84b14038-b69a-4977-8f1d-aa3ab151bdf7,"LONGLEY, Avard",1301,0.5006,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,2,1,2,9,9,9,2,9,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,9,2,2,2,2,2,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,2,1,1,2,2,2,9,2,2,2,9,9,2,9,9,1,9,9,2,2,2,1,2,2,2,2,1,2,2,2,1,2,9,2,2,2,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
3,ADDINGTON,Ontario,1867 - 1903,4,1878.09.17,1853,84d955d8-2d6f-48c5-be57-7866607b2552,"MCRORY, John",1656,0.571,Conservative (1867-1942),Merchant,Protestant,0,1,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,1,1,1,9,2,1,1,2,2,1,1,1,2,1,2,9,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,9,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
753,THREE RIVERS,Quebec,1867 - 1892,4,1878.09.17-1878.11.11,1876,86d3344c-631c-4ea4-a726-fb933e86a9d6,"MCDOUGALL, William",584,0.5725,Conservative (1867-1942),Lawyer,Protestant,0,4,,,,,,,,,Scotland,Resignation: 1878.11.11,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
482,NIAGARA,Ontario,1867 - 1882,4,1879.03.20,1877,86eba408-7367-4c7f-a788-0413572ec726,"PLUMB, Josiah Burr",310,0.5016,Conservative (1867-1942),Bank manager,Protestant,0,2,,,,,,,,,United States,,,,99,99,2,9,2,2,2,2,2,1,2,2,9,9,1,1,2,2,1,9,1,2,9,2,9,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,9,9,2,9,2,2,2,9,2,1,9,2,2,1,2,2,2,2,2,2,2,2,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
44,BELLECHASSE,Quebec,1867 - 1996,4,1878.09.17,1891,87ff2996-cb52-4e8d-b967-20a4f01292fc,"LARUE, Achille",1042,0.5128,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,1,9,1,1,1,2,1,2,1,1,1,2,2,2,1,9,2,2,2,2,2,9,1,2,1,2,2,2,1,1,1,2,2,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
458,MONTMORENCY,Quebec,1867 - 1914,4,1878.09.17- and 1880.12.09,1897,88502e80-a427-4473-827e-2ef1a39be66e,"VALIN, Pierre-Vincent",831,0.5787,Conservative (1867-1942),"Businessman, shipbuilder, shipowner",Fr.Catholic,1,1,,,,,,,,,,Election declared void (1878.09.17),,,1,1,2,9,2,2,2,2,2,9,9,1,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,9,2,9,2,2,1,1,9,9,2,2,2,2,2,2,2,9,9,9,1,9,9,2,9,9,9,2,2,2,1,9,2,2,9,2,2,2,2,9,2,2,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9
392,LENNOX,Ontario,1867 - 1903,4,1878.09.17,1898,8851a6a4-d453-4bc5-857e-d6b859ee0efe,"HOOPER, Edmund",1358,0.5111,Liberal-Conservative,"Lumberman, merchant",Protestant,0,1,,,,,,,,,England,,,,1,1,2,1,2,2,2,2,2,9,2,2,2,1,1,1,2,2,1,9,9,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,9,9,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
122,CARLETON,New Brunswick,1867 - 1914,4,1881.02.16,1913,89467b2f-abfd-43ad-a7eb-04f801bb8da0,"IRVINE, David",1470,0.5078,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,Ireland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9
574,PROVENCHER,Manitoba,1871 - ,4,1879.12.30,1938,8b05ff30-bee3-4a1b-9873-09b8da82d3a2,"ROYAL, Joseph",652,0.6257,Conservative (1867-1942),"Author, editor, lawyer",Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,2,1,9,9,1,1,2,2,2,2,2,2,1,1,2,1,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,9,2,9,2,2,4,2,2,9,9,1,2,2,2,1,2,1,2,2,2,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
795,WELLINGTON CENTRE,Ontario,1867 - 1903,4,1878.09.17,1971,8da892f3-48e7-494a-9a39-65add0cdca31,"ORTON, George Turner",1683,0.5009,Liberal-Conservative,Physician,Protestant,0,2,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,2,1,1,2,2,1,1,2,2,9,1,9,2,1,9,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,2,2,2,9,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,2,2,2,9,1,1,2,9,2,9,2,9,9,2,2,2,1,1,9,9,1,2,2,9,2,2,2,1,2,2,2,1,1,1,2,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2
338,KING'S COUNTY,Prince Edward Island,1873 - 1892,4,1878.09.17,1979,8e3a7ff5-89b4-4bee-a3fa-022627380dc4,"MACDONALD, Augustine Colin",2264,0.3193,Liberal-Conservative,Merchant,Protestant,0,2,,,,,,,,,,,,,1,1,2,9,2,2,2,2,2,1,2,2,2,1,9,9,9,9,1,1,1,2,1,2,9,1,2,9,9,9,2,2,2,1,1,2,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,9,9,2,1,9,9,2,2,2,2,9,9,2,9,9,2,9,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,9,2,2,2,2,9,9,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2
144,CHICOUTIMI--SAGUENAY,Quebec,1867 - 1924,4,1878.09.17,1990,8ef6546f-560c-49bd-b13d-bee4f1a7e3ab,"CIMON, Ernest",1453,0.5565,Conservative (1867-1942),Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,9,9,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,9,1,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,9,1,1,2,2,2,2,2,2,2,2,2,9,9,1,9,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
