Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H17S1V001,H17S1V002,H17S1V003,H17S1V004,H17S1V005,H17S1V006,H17S2V001,H17S2V002,H17S2V003,H17S2V004,H17S2V005,H17S2V006,H17S2V007,H17S2V008,H17S2V009,H17S2V010,H17S2V011,H17S2V012,H17S2V013,H17S2V014,H17S2V015,H17S2V016,H17S2V017,H17S2V018,H17S2V019,H17S2V020,H17S2V021,H17S2V022,H17S2V023,H17S2V024,H17S2V025,H17S3V001,H17S3V002,H17S3V003,H17S3V004,H17S3V005,H17S3V006,H17S3V007,H17S3V008,H17S3V009,H17S3V010,H17S3V011,H17S3V012,H17S3V013,H17S3V014,H17S3V015,H17S3V016,H17S3V017,H17S3V018,H17S3V019,H17S3V020,H17S3V021,H17S3V022,H17S3V023,H17S3V024,H17S4V001,H17S4V002,H17S4V003,H17S4V004,H17S4V005,H17S4V006,H17S4V007,H17S4V008,H17S4V009,H17S4V010,H17S4V011,H17S4V012,H17S4V013,H17S4V014,H17S4V015,H17S4V016,H17S4V017,H17S4V018,H17S4V019,H17S4V020,H17S4V021,H17S4V022,H17S4V023,H17S4V024,H17S4V025,H17S4V026,H17S4V027,H17S4V028,H17S4V029,H17S4V030,H17S4V031,H17S4V032,H17S4V033,H17S4V034,H17S4V035,H17S4V036,H17S4V037,H17S4V038,H17S4V039,H17S4V040,H17S5V001,H17S5V002,H17S5V003,H17S5V004,H17S5V005,H17S5V006,H17S5V007,H17S5V008,H17S5V009,H17S5V010,H17S5V011,H17S5V012,H17S5V013,H17S5V014,H17S5V015,H17S5V016,H17S5V017,H17S5V018,H17S5V019,H17S5V020,H17S5V021,H17S5V022,H17S5V023,H17S5V024,H17S5V025,H17S5V026,H17S5V027,H17S6V001,H17S6V002,H17S6V003,H17S6V004,H17S6V005,H17S6V006,H17S6V007,H17S6V008,H17S6V009,H17S6V010,H17S6V011,H17S6V012,H17S6V013,H17S6V014,H17S6V015,H17S6V016,H17S6V017,H17S6V018,H17S6V019,H17S6V020,H17S6V021,H17S6V022,H17S6V023,H17S6V024,H17S6V025,H17S6V026,H17S6V027
848,YORK WEST,Ontario,1914 - ,17,1930.07.28,1028,4b5bfbee-1eba-427e-9bad-ddade84ad69e,"LAWSON, James Earl",20843,0.6471,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,2,9,9,9,9,9,9,2,2,9,9,2,2,9,2,2,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,2,9,9,9,9,9,9,2,9,2,9,9,2,2,9,9,9,9,2,1,9,9,9,9,9,9,9,9,1,1,2,2,2,9,1,1,9,1,9,9,9,9,2,9,2,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,1,9,9,2,2,9,9,1,1,1,9,9,9,9,9,9,9,1,1,9,9,9,2,9,9,9,9,9,9,1,2,1,2,2,1,9,1,9,9,1,1,9,9,9,9,9,2,9,1
471,MUSKOKA--ONTARIO,Ontario,1924 - 1947,17,1930.07.28,1032,4be4381a-0630-418f-b3aa-6b95dcd88e09,"MCGIBBON, Peter",8828,0.6002,Conservative (1867-1942),Physician,,0,4,,,,,,,,,,,,,9,9,2,2,1,2,9,9,2,1,9,9,9,9,2,2,1,9,9,2,2,2,2,1,1,2,9,9,9,9,9,9,9,9,1,9,9,2,2,9,1,1,2,9,9,9,9,2,2,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,1,1,1,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,9,9,9,9,9,1,2,2,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9
581,QUEBEC EAST,Quebec,1867 - 1966,17,1930.07.28,1050,4d5012f1-c091-43d5-b8fc-f6f7ac8afb9c,"LAPOINTE, Hon. Ernest",11822,0.5508,Liberal Party of Canada,Lawyer,,1,9,,,,,,,,,,,,,1,1,2,1,2,1,2,9,9,9,9,9,9,9,1,1,1,1,2,1,1,2,1,2,2,1,9,1,2,1,9,2,9,9,2,9,2,9,1,9,2,2,1,2,1,1,9,2,1,2,9,9,9,2,9,9,1,2,9,9,2,2,1,2,2,9,2,2,2,9,9,9,9,2,9,9,9,1,2,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,1,1,1,2,2,9,2,2,9,2,2,9,9,9,1,2,2,1,9,1,9,9,9,9,9,9,2,9,1,2,1,2,9,9,9,2,2,2,2,2,9,9,1,1,1,2
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,17,1930.07.28,1052,4d768775-cb1a-4313-8cd2-2525e0351667,"BELL, Thomas",16395,0.3291,Conservative (1867-1942),"Lumber merchant, merchant",,0,3,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,9,2,2,1,2,2,9,9,1,2,2,2,2,1,1,2,9,9,1,2,9,1,9,9,9,9,9,2,2,9,9,9,9,9,9,2,9,2,2,1,9,2,9,9,9,1,2,1,9,2,9,1,1,1,1,1,1,9,9,9,9,9,9,1,1,1,9,2,1,9,9,9,2,2,1,9,9,9,9,9,1,1,9,9,9,2,9,2,2,9,9,2,9,9,2,9,9,9,9,1,9,9,9,2,1,9,1,1,1,1,9,9,9,9,9,9,9,9,9,1,9,9,2,2,1,9,9,9,9,1,1,1,1,9,1,1,9,9,9
230,FRONTENAC--ADDINGTON,Ontario,1924 - 1952,17,1934.09.24,1061,4e2f1834-ccd5-4535-9860-7849309463d0,"CAMPBELL, Colin Alexander",9488,0.5784,Liberal Party of Canada,Mining engineer,,0,1,,,,,,,,,,Resignation. Enters provincial politics in Ontario: ,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,9,9,1,1,1,2,1,1,2,1,2,1,9,9,9,9,2,2,2,9,2,1,9,1,9
287,HOCHELAGA,Quebec,1867 - 1978,17,1930.07.28,1068,4e8ef5b5-5275-4b7f-bb45-5328e39557a0,"ST-PERE, Edouard-Charles",19382,0.6841,Liberal Party of Canada,Journalist,,1,4,,,,,,,,,,,,,1,1,9,9,9,1,9,1,1,2,9,1,1,2,1,9,2,9,9,9,9,2,1,2,2,9,9,1,2,1,9,9,1,9,2,9,2,1,1,2,2,2,9,9,9,1,2,2,1,2,9,9,2,2,9,2,1,2,2,9,9,2,2,2,2,2,9,2,1,2,9,9,2,9,9,2,9,1,9,9,2,9,2,1,2,9,9,2,2,9,2,9,9,9,9,2,9,1,1,2,2,1,2,1,1,1,2,9,2,2,9,1,9,2,2,9,9,1,2,2,9,9,1,2,9,9,1,1,9,9,1,2,2,1,2,9,9,9,9,2,9,9,9,9,2,1,1,9,9
741,TORONTO NORTHWEST,Ontario,1924 - 1933,17,1930.07.28,1070,4ec07e21-5e6c-41f8-9fa6-c6cbf37549e8,"MACNICOL, John Ritchie",14343,0.7224,Conservative (1867-1942),"Gentleman, manufacturer, teacher",,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,9,2,1,1,2,1,9,9,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,9,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,9,1,2,9,9,9,1,1,1,9,9,2,9,9,9,2,2,1,1,2,1,2,2,1,2,9,1,2,1,1,9,9,9,1,9,9,2,1
790,WATERLOO NORTH,Ontario,1867 - 1966,17,1930.07.28,1073,4f101a06-5792-4d8a-9130-5ba8fab659eb,"EULER, Hon. William Daum",12785,0.5678,Liberal Party of Canada,Businessman,,0,5,,,,,,,,,,,,,1,9,2,1,2,9,9,1,1,2,9,1,9,9,1,9,1,9,9,9,9,2,9,9,9,9,2,9,9,9,9,2,9,9,2,9,2,1,1,9,2,2,1,9,9,9,2,2,1,2,9,1,2,9,9,9,9,2,9,9,9,2,9,9,9,2,9,9,9,2,9,9,9,9,9,1,9,9,2,2,9,9,9,9,9,9,9,9,2,9,2,9,9,9,9,9,2,1,9,9,2,1,9,1,1,9,9,2,9,9,9,1,2,9,9,1,9,1,2,9,1,9,1,9,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,2
223,FORT WILLIAM,Ontario,1924 - 1976,17,1930.07.28-1930.08.06 and 1930.08.25,1074,4f144b8d-0f62-4502-b6eb-6bf2aa0faaad,"MANION, Hon. Robert James",6939,0.6428,Conservative (1867-1942),Physician,,0,5,,1,,,,,,,,Resignation. Appointed Minister of Railways and Canals: 1930.08.06,,,2,9,2,2,1,9,9,2,2,1,9,2,2,1,2,2,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,1,2,1,1,2,1,9,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,9,9,9,9,9,9,1,1,1,2,2,1,1,9,1,1,2,2,1,9,9,1,2,2,1,9,9,1,1,9,1,1,1,9,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,9,9,1,1,2,9,2,1,1,9,9,2,2,2,2,1,2,2,2,1,9,9,1,2,2,1,2,1,9,9,1,1,9,9,9,9,1,2,9,9
549,PETERBOROUGH WEST,Ontario,1867 - 1952,17,1930.07.28,1080,4f67ea43-a53e-4c7f-865e-f93d2df80a0d,"PECK, Edward Armour",9663,0.5501,Conservative (1867-1942),Barrister,,0,3,,,,,,,,,England,,,,2,2,2,2,1,2,9,2,2,1,9,9,9,9,2,2,1,9,9,9,9,2,9,9,9,9,9,2,1,9,9,9,9,1,9,9,1,9,2,9,1,1,2,9,9,9,9,2,2,1,2,2,1,2,2,1,2,1,9,9,1,1,1,1,1,1,1,9,2,9,9,9,9,1,9,1,9,2,1,1,2,9,2,2,1,9,9,9,9,2,1,1,1,1,9,9,1,2,2,9,1,9,9,2,2,2,1,1,9,1,1,9,9,2,1,2,1,1,1,1,9,9,2,2,9,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,9,2,2,9
740,TORONTO NORTHEAST,Ontario,1924 - 1933,17,1930.07.28,1115,52af64cd-5d2d-482a-afff-f94833c2439c,"BAKER, Richard Langton",16979,0.6134,Conservative (1867-1942),Manufacturer,,0,2,,,,,,,,,,,,,2,2,2,2,1,2,9,2,2,1,9,9,9,9,2,9,9,9,9,2,2,2,2,1,9,2,9,9,1,2,9,9,9,9,9,9,1,2,9,9,1,1,9,9,9,9,9,2,2,1,9,2,9,9,9,1,2,1,9,9,9,1,1,1,1,1,9,1,2,9,2,1,1,9,9,1,9,2,1,1,2,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,9,9,9,1,9,9,9,9,1,2,1,9,9,1,9,9,9,9,2,9,9,2,2,2,1,1,9,1,2,2,1,2,9,1,9,1,9,1,9,9,9,1,2,2,9
216,ESSEX SOUTH,Ontario,1882 - 1966,17,1930.07.28,1149,548a2ff3-1f52-4e62-ac08-965b22225e76,"GOTT, Eccles James",8261,0.5681,Conservative (1867-1942),Real estate broker,,0,3,,,,,,,,,,,,,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,2,9,2,2,1,9,9,9,9,9,9,9,1,9,9,9,1,2,2,9,1,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,1,9,9,9,2,9,9,9,1,9,9,9,9,9,9,9,9,9
1238,CALGARY EAST,Alberta,1924 - 1952,17,1930.07.28,1168,55ccd8ac-7e01-4425-af25-cd8b4ab61f2f,"STANLEY, George Douglass",11344,0.654,Conservative (1867-1942),Physician,,0,1,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,9,9,9,9,1,2,1,2,2,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,9,2,1,1,2,1,2,2,1,2,1,1,9,9,1,1,1,9,1,1,2,2,9
1245,NORTH BATTLEFORD,Saskatchewan,1924 - 1947,17,1930.07.28,1211,58b4a1bb-c89d-408e-bc5c-59fbe257f973,"MCINTOSH, Cameron Ross",7168,0.4628,Liberal Party of Canada,"Journalist, printer, publisher, teacher",,0,3,,,,,,,,,,,,,1,9,2,1,2,1,9,1,1,2,1,9,9,2,1,1,2,9,9,1,1,2,1,2,9,9,9,9,9,9,1,9,9,2,9,9,2,1,1,9,9,9,9,9,1,1,9,2,9,9,9,9,9,9,9,9,9,2,9,9,9,2,1,2,2,2,9,9,9,9,1,9,2,2,9,9,9,9,2,2,1,2,2,1,2,9,9,9,9,9,2,2,2,9,2,2,2,1,1,2,9,9,2,1,1,1,2,2,2,9,9,1,9,2,1,9,9,1,2,2,1,9,9,9,1,9,9,9,9,9,9,9,2,1,2,9,2,2,1,9,9,9,9,9,9,1,9,9,2
529,OXFORD NORTH,Ontario,1867 - 1933,17,1930.07.28-1930.08.06 and 1930.08.25,1218,594bcff6-ba72-46e7-863a-31cf961f1195,"SUTHERLAND, Hon. Donald Matheson",7217,0.5387,Conservative (1867-1942),Physician,,0,2,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1930.08.06,,,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,9,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,9,9,9,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,9,1,2,2,1,1,1,1,1,2,1,1,1,1,9,9,1,2,2,9,9,9,9,2,2,9,9,1,1,1,9,1,1,2,1,2,1,1,1,1,2,2,2,9,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,9,1,1,1,1,1,1,2,2,1
1235,ATHABASKA,Alberta,1924 - 1966,17,1932.03.21,1220,59550208-5c14-4276-9388-48aca28d63d7,"DAVIES, Percy Griffith",4910,0.3209,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,1,2,2,1,9,2,1,9,2,1,9,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,9,2,2,1,1,2,9,2,2,1,9,9,1,1,2,1,1,1,1,9,2,1,2,2,1,1,9,9,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,9,9,9,9,2,2,1,2,2,2,1,1,9,1,2,2,1,2,1,9,1,1,1,1,1,1,9,1,2,2,9
44,BELLECHASSE,Quebec,1867 - 1996,17,1930.07.28,1223,59710768-f49c-450f-9e2c-2223cea98267,"BOULANGER, Oscar L.",4786,0.6315,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,2,9,9,9,9,2,1,2,2,9,9,9,9,1,9,9,1,2,9,9,2,1,1,2,2,2,1,2,9,1,9,9,9,9,1,9,2,2,1,2,1,2,9,9,2,2,2,2,2,2,2,2,9,2,1,1,1,2,9,2,9,9,9,2,1,9,2,1,2,9,9,2,2,9,2,2,9,2,2,2,9,1,1,2,9,1,2,1,1,1,2,2,9,2,2,1,9,9,2,1,9,1,2,2,1,9,1,9,9,9,9,9,1,2,9,1,2,1,2,1,2,9,9,2,2,2,2,9,2,1,1,1,9
846,YORK NORTH,Ontario,1867 - 2003,17,1934.09.24,1260,5c6d13ed-6be7-40bb-aa19-642b489d17de,"MULOCK, William Pate",11480,0.5957,Liberal Party of Canada,"Fruit grower, lawyer",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,1,9,1,1,1,2,9,9,2,1,2,1,9,2,1,2,2,9,9,9,2,1,9,9,2
530,OXFORD SOUTH,Ontario,1867 - 1933,17,1934.04.16,1265,5ce55de7-d2dd-4916-a4ab-0a9d644a9a9a,"RENNIE, Almon Secord",6692,0.5628,Liberal Party of Canada,"Gentleman, merchant",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,2,2,9,2,2,9,9,9,9,2,2,9,9,1,9,9,9,1,1,1,2,1,1,2,1,2,1,9,2,2,2,2,9,9,9,2,9,9,1,2
316,JOLIETTE,Quebec,1867 - 1933,17,1930.07.28,1283,5dde948f-34aa-44fb-9205-893fc2e1ba4c,"FERLAND, Charles-Edouard",5904,0.5425,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,1,2,1,2,9,9,1,1,2,9,9,9,9,9,1,9,9,9,1,1,2,1,2,2,1,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,2,2,2,2,2,2,9,9,9,2,9,9,9,2,9,2,9,1,2,9,9,9,2,1,2,9,9,2,2,9,9,9,9,2,2,9,2,1,9,9,2,9,9,1,1,9,9,2,9,9,9,9,9,9,9,9,9,1,2,2,1,9,1,2,9,9,1,9,9,2,1,1,9,9,9,1,9,2,9,9,9,2,2,9,2,9,1,9,2
61,BRANDON,Manitoba,1892 - 1952,17,1930.07.28,1297,5f11e096-b65a-473d-912d-4dd17984ea15,"BEAUBIER, David Wilson",8512,0.5222,Conservative (1867-1942),"Businessman, farmer",,0,1,,,,,,,,,,,,,2,9,2,2,1,2,1,2,2,1,2,2,2,1,9,2,1,9,9,9,9,9,9,9,9,2,1,2,1,2,2,1,2,9,1,2,1,9,2,1,1,1,2,1,2,2,1,2,2,1,9,2,1,9,2,1,2,1,9,9,9,1,9,1,1,9,1,9,2,9,2,9,1,9,1,1,9,2,1,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,2,1,2,9,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,9,2,9,1,1,1,2,2,2,2,1,9,2,9,9,1,2,9,2,2,1,2,9,9,9,1,1,1,1,9,1,1,2,2,9
822,WINNIPEG NORTH,Manitoba,1914 - 1997,17,1930.07.28,1301,5f73217f-27d7-4bec-9943-554ca0daade8,"HEAPS, Abraham Albert",6907,0.4905,Labour,"Agent, upholsterer",,0,3,,,,,,,,,England,,,,1,1,1,9,2,1,2,1,1,2,1,1,9,2,9,2,1,1,2,2,9,1,1,2,1,1,1,1,2,9,9,2,1,9,9,1,2,1,1,2,2,2,1,2,9,9,2,1,1,2,2,1,2,1,9,2,1,2,1,9,9,9,9,9,9,9,2,2,1,2,2,2,2,9,9,2,9,1,2,2,1,2,9,9,9,9,1,2,2,9,1,9,9,9,9,9,2,1,1,2,2,1,9,2,1,9,9,2,1,1,2,9,2,1,2,2,9,1,9,9,9,9,2,1,1,1,1,9,9,2,9,2,1,1,2,9,9,9,2,9,2,1,1,9,2,1,2,1,2
530,OXFORD SOUTH,Ontario,1867 - 1933,17,1930.07.28-1933.05.30,1333,612deb60-20c5-4702-b6c2-33c13c7f54f1,"CAYLEY, Thomas Merritt",5711,0.5024,Liberal Party of Canada,"Insurance agent, school principal, teacher",,0,2,,,,,,,,,,Died in office: 1933.05.30,,,1,1,2,1,2,1,2,1,1,2,9,9,1,2,1,2,1,1,2,9,9,2,1,2,2,1,2,1,9,9,9,2,1,2,1,9,9,9,9,2,2,2,1,9,9,1,2,2,9,9,1,9,9,9,9,2,1,9,1,1,2,2,9,2,2,2,9,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
765,VANCOUVER--BURRARD,British Columbia,1924 - 1966,17,1930.07.28,1334,61476740-e60b-4cf9-9b1a-7486bae2f5a8,"HANBURY, Wilfred",16619,0.5283,Liberal Party of Canada,"Lumberman, manufacturer",,0,1,,,,,,,,,,,,,1,9,2,1,2,1,9,1,1,2,2,1,9,9,1,9,2,1,2,1,9,2,1,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,1,2,1,1,1,1,1,2,1,1,2,1,2,1,9,9,9,9,2,2,2,2,2,9,9,9,9
336,KING'S,Prince Edward Island,1892 - 1966,17,1930.07.28-1935.07.19,1338,616922c5-dc75-48e4-a764-c4133dc949b3,"MACDONALD, John Alexander",4719,0.518,Conservative (1867-1942),"Exporter, merchant",,0,3,,1,,,,,,,,Resignation. Called to the Senate: 1935.07.19,,,2,2,2,2,1,2,9,2,2,1,2,2,2,1,2,2,9,2,1,2,2,2,2,1,1,9,1,2,1,2,9,9,9,9,1,2,1,9,2,9,9,9,9,9,2,2,1,2,2,1,9,2,1,2,9,1,2,1,9,9,9,1,1,1,1,1,9,1,9,2,2,9,1,1,1,1,2,2,1,1,2,1,9,9,9,9,9,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,1,1,1,1,1,1,2,1,2,1,1,1,1,9,2,2,2,9,9,9,2,1,1,2,1,2,2,1,2,1,1,9,9,1,1,1,1,1,1,2,2,1
810,WESTMORLAND,New Brunswick,1867 - 1966,17,1930.07.28,1366,63c0bb4b-1183-449f-bf74-4595fe5b7639,"PRICE, Otto Baird",13304,0.5511,Conservative (1867-1942),"Dental surgeon, dentist",,0,3,,,,,,,,,,,,,2,2,9,9,9,2,1,2,2,1,2,2,2,1,2,2,9,2,1,2,2,2,2,1,1,2,9,9,1,2,9,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,9,9,9,1,2,1,2,2,1,1,1,1,1,9,1,1,1,2,2,1,1,1,1,1,2,2,1,1,9,1,2,2,1,1,1,1,1,2,9,9,9,9,9,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,9,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,9,1,1,1,1,1,1,9,9,9,9
802,WENTWORTH,Ontario,1903 - 1966,17,1930.07.28,1371,64133edf-0990-42a2-9245-175d93050aae,"WILSON, Gordon Crooks",13436,0.5441,Conservative (1867-1942),"Agent, gentleman, merchant",,0,6,,,,,,,,,,,,,2,9,2,2,1,9,9,2,2,1,9,9,9,9,2,2,1,9,9,9,9,9,9,9,1,2,9,9,1,2,9,9,9,9,9,9,1,2,2,9,1,1,9,9,9,9,9,2,2,1,2,9,1,9,9,1,2,1,9,9,1,9,9,9,9,9,1,1,9,2,2,1,9,9,9,9,9,2,1,1,9,9,2,2,1,2,9,1,1,9,1,1,1,9,9,9,1,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,2,9,9,9,2,2,1,9,9,9,9,9,9,2,9,9,9,1,1,1,9,9,1,1,2,2,1
436,MELFORT,Saskatchewan,1924 - 1952,17,1930.07.28-1930.08.07 and 1930.08.25,1399,667b40b9-ef5d-47c3-a20c-f7861f720a4f,"WEIR, Hon. Robert",8689,0.4968,Conservative (1867-1942),"Farmer, teacher",,0,1,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1930.08.07,,,2,2,2,2,1,2,1,2,2,1,9,9,9,9,2,2,9,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,1,2,2,9,2,2,1,9,2,1,2,2,1,2,1,9,9,1,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,2,9,1,2,1,2,2,1,9,9,1,1,2,9,1,9,9,1,2,1,2,2,1,1,2,1,9,2,2,1,1,1,1,1,9,1,2,1,2,1,1,1,9,2,2,2,2,1,9,2,9,9,9,9,1,2,2,1,2,9,1,9,1,1,1,1,1,9,1,2,2,1
601,RENFREW SOUTH,Ontario,1867 - 1966,17,1930.07.28,1404,66e17e0d-0c1e-4f1c-8403-aa78f630bb20,"MALONEY, Martin James",6404,0.5104,Conservative (1867-1942),Physician,,0,3,,,,,,,,,,,,,9,2,2,2,1,2,1,9,2,9,9,9,9,9,2,2,9,9,9,9,9,2,2,1,1,2,1,2,1,2,2,1,9,1,9,9,1,9,2,9,9,9,9,9,2,9,9,2,2,1,9,2,1,9,9,1,9,1,2,2,9,1,1,1,1,1,9,9,1,2,2,1,9,1,1,1,9,2,1,9,9,9,2,2,1,2,1,9,9,9,9,1,1,1,9,9,1,2,9,9,1,9,9,2,2,9,9,9,9,1,9,1,1,2,2,9,9,9,1,9,9,9,9,2,9,9,9,9,9,9,9,9,2,2,1,2,9,9,9,1,1,1,1,1,1,1,2,9,1
