Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H03S1V001,H03S1V002,H03S1V003,H03S1V004,H03S1V005,H03S1V006,H03S1V007,H03S1V008,H03S1V009,H03S2V001,H03S2V002,H03S2V003,H03S2V004,H03S2V005,H03S2V006,H03S2V007,H03S2V008,H03S2V009,H03S2V010,H03S2V011,H03S2V012,H03S2V013,H03S2V014,H03S2V015,H03S2V016,H03S2V017,H03S2V018,H03S2V019,H03S2V020,H03S2V021,H03S2V022,H03S2V023,H03S2V024,H03S2V025,H03S2V026,H03S2V027,H03S2V028,H03S2V029,H03S2V030,H03S2V031,H03S2V032,H03S2V033,H03S2V034,H03S2V035,H03S3V001,H03S3V002,H03S3V003,H03S3V004,H03S3V005,H03S3V006,H03S3V007,H03S3V008,H03S3V009,H03S3V010,H03S3V011,H03S3V012,H03S3V013,H03S4V001,H03S4V002,H03S4V003,H03S4V004,H03S4V005,H03S4V006,H03S4V007,H03S4V008,H03S4V009,H03S4V010,H03S4V011,H03S4V012,H03S4V013,H03S4V014,H03S4V015,H03S4V016,H03S4V017,H03S4V018,H03S4V019,H03S4V020,H03S4V021,H03S4V022,H03S4V023,H03S4V024,H03S4V025,H03S4V026,H03S4V027,H03S4V028,H03S4V029,H03S4V030,H03S4V031,H03S4V032,H03S4V033,H03S4V034,H03S4V035,H03S4V036,H03S5V001,H03S5V002,H03S5V003,H03S5V004,H03S5V005,H03S5V006,H03S5V007,H03S5V008,H03S5V009,H03S5V010,H03S5V011,H03S5V012,H03S5V013,H03S5V014,H03S5V015,H03S5V016,H03S5V017,H03S5V018,H03S5V019,H03S5V020,H03S5V021,H03S5V022,H03S5V023,H03S5V024,H03S5V025,H03S5V026,H03S5V027,H03S5V028,H03S5V029,H03S5V030,H03S5V031,H03S5V032,H03S5V033,H03S5V034
55,BOTHWELL,Ontario,1867 - 1903,3,1874.01.22-1876.10.23 and 1876.11.15,1153,54d45e0b-418e-487a-ba6a-706204df759b,"MILLS, David",1600,0.5846,Liberal Party of Canada,"Lawyer, teacher",Protestant,0,3,,1,,,,,,,,Resignation. Appointed Minister of the Interior and Superintendent General of Indian Affairs: 1876.10.23,,,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,9,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,9,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2
582,QUEBEC WEST,Quebec,1867 - 1933,3,1874.01.22,1202,57e3af20-7752-4e88-b4ff-fabf0b0ca03c,"MCGREEVY, Hon. Thomas",587,0.5929,Liberal-Conservative,Contractor,Catholic,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,1,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,9,2,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
340,KINGSTON,Ontario,1867 - 1924,3,1874.01.22- and 1874.12.29,1233,59dd9d42-12e0-4d91-af20-4a5de0ea5e12,"MACDONALD, Rt. Hon. Sir John A.",839,0.5116,Liberal-Conservative,Lawyer,Protestant,0,3,,,,,,,,,Scotland,Election declared void: „,,,9,2,1,9,1,1,9,9,9,9,2,1,2,1,9,1,2,2,2,9,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,9,9,9,2,9,1,9,9,9,1,9,1,1,9,1,1,1,9,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,9,1,1,2,1,2,2,2,1,1,1,1,1,1,1,9,9,2,1,1,1,2,1,9,9,9,1,2,1,1,1,1,1,1,1,1,9,1,1,9,1
147,CITY OF ST. JOHN,New Brunswick,1867 - 1914,3,1874.01.22,1238,5a391d61-b677-4382-ab81-615cf034059e,"DEVEBER, J.S. Boies",1772,0.7499,Liberal Party of Canada,Businessman,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,2,2,2,9,1,9,9,2,1,1,9,2,2,1,1,9,2,2,9,9,1,9,2,9,2,2,2,9,2,2,1,2,9,9,2,1,9,2,2,9,2,9,2,2,2,2,9,2,2,9,1,2,2,9,2,2,1,1,2,9,9,9,2,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,9,2,9,9,9,9,9,2,2,2,9,9,1,9,9,9,9,9,2,2,1,9,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9
253,GREY SOUTH,Ontario,1867 - 1914,3,1874.01.22,1250,5b784d04-8c77-412a-b958-2c751b7bd2bf,"LANDERKIN, George",1248,0.5912,Liberal Party of Canada,Physician,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,2,2,9,2,9,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,9,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,9,9,9,1,2,9,1,2,2,9,9,2,9,9,9,2,2,1,9,9,9,9,2,2,2,1,2,2,2,2,2,2,1,2,2,1,9,2,1,9,2,9,1,2,9,9,1,1,1,1,2,1,1,1,2,2,1,2,9,2,9,2,2,1,2,2,2,9,9,2,9,1,2,2,1,9
836,YAMASKA,Quebec,1867 - 1933,3,1874.01.22,1255,5bf1b8b1-962d-49f5-8c63-7006c01e7dd6,"GILL, Charles",accl.,,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,2,1,2,2,9,1,1,2,2,2,2,9,1,2,2,2,9,9,9,9,9,2,2,2,1,1,1,1,9,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,1,9,2,2,1,1,1,1,9,9,2,1,1,2,9,1,2,9,2,1,1,2,2,9,2,9,9,9,9,1,1,1,9,9,1,1,2,1,1,9,1,1,1,9,9,9,2,1,2,1,2,2,2,2,1,2,2,1,9,9,9,9,2,1,2,1,1,2,9,9,9,9,9,1,9,2,1,1,1,1
268,HAMILTON,Ontario,1867 - 1903,3,1874.01.22- and 1875.05.20,1277,5d55a323-2152-4133-92cf-fe829fa196d9,"IRVING, Aemilus",2083,0.2892,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,England,Election declared void: „,,,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,9,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,9,1,1,2,2,2,2,2,2,1,2,2,1,1,2,9,2,1,9,9,9,2,2,1,9,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,9,1,2,2,2,2,2,2,2,9,9,9,2,2,2,2,1,9,9,9,9
327,KENT,New Brunswick,1867 - 1966,3,1874.01.22,1281,5db54b30-9c8a-41e6-accb-cda658f13e51,"MCLEOD, George",1570,0.5942,Independent,"Lumber merchant, manufacturer, shipbuilder, shipowner",Protestant,0,1,,,,,,,,,,,,,2,2,1,1,2,2,1,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,2,2,1,2,2,9,9,1,9,2,2,2,2,1,2,2,2,2,2,2,9,2,1,2,2,9,9,9,9,1,2,1,9,9,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
491,NORFOLK SOUTH,Ontario,1867 - 1903,3,1874.01.22,1287,5e5c4a78-a3b0-4420-9409-ca20c54fecdf,"STUART, John",1233,0.5196,Liberal Party of Canada,"Grocer, wholesaler",Unknown,0,1,,,,,,,,,Scotland,,,,2,2,1,9,2,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
446,MISSISQUOI,Quebec,1867 - 1924,3,1874.01.22,1307,5fa1bf5a-9c8f-4cad-b23a-ffae26626406,"DONOHUE, William",accl.,,Liberal Party of Canada,Merchant,Catholic,0,1,,,,,,,,,,,,,2,1,1,1,1,9,1,9,9,2,1,9,9,9,9,1,1,1,1,9,9,9,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,9,9,1,2,1,9,1,9,9,9,9,9,2,1,1,9,9,2,9,2,9,1,1,2,9,2,2,9,9,9,9,2,1,1,2,1,1,1,9,9,9,9,9,1,2,9,9,9,2,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,9,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9
635,ST. HYACINTHE,Quebec,1867 - 1914,3,1874.01.22,1310,5fd5398a-9a7d-4cf0-b7a6-0cd697ab15a3,"DELORME, Louis",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,2,1,2,2,2,2,1,9,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,9,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,9,2,2,2,2,2,2,1,2,9,9,9,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,9,9,9,1,9,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,9,2,9,9,9,2,2,9,9,9,9,9
45,BERTHIER,Quebec,1867 - 1924,3,1875.02.27,1316,60219b6c-8c12-46d0-aae8-4b19582d0990,"CUTHBERT, Edward-Octavian",1056,0.5739,Conservative (1867-1942),Person of independent means,Catholic,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,9,2,1,1,1,1,1,9,9,1,1,9,9,1,2,2,2,1,1,2,2,9,9,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,9,9,2,1,1,1,2,2,2,9,9,9,2,1,2,1,2,1,2,2,2,1,1,2,1,2,9,9,9,1,1,9,1,1,2,1
704,STANSTEAD,Quebec,1867 - 1966,3,1874.01.22,1341,61ded175-30d3-421c-9bab-151b579f57d1,"COLBY, Charles C.",accl.,,Liberal-Conservative,"Author, lawyer",Protestant,0,3,,,,,,,,,United States,,,,2,1,1,1,2,1,9,9,2,9,9,1,2,9,9,1,2,2,2,9,1,9,1,2,2,9,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,1,9,9,9,1,1,2,9,9,9,2,1,1,9,2,2,2,9,9,1,1,2,2,2,2,1,1,1,9,9,1,1,1,2,1,1,1,1,1,2,1,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,9,9,1,2,9,9,9,9,1,1,9,2,9,9,9,9,9
287,HOCHELAGA,Quebec,1867 - 1978,3,1874.01.22,1355,62e8d0ed-ec37-4851-b96d-038faa1437d7,"DESJARDINS, Alphonse",accl.,,Conservative (1867-1942),"Editor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,2,1,2,9,9,9,1,9,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,9,9,9,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,9,1,9,9,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,9,1,9,9,9,9,9,9,2,9,9,1,1
122,CARLETON,New Brunswick,1867 - 1914,3,1874.01.22,1384,652d36c6-c9fd-4c5c-ba7f-2f70e90c28f6,"APPLEBY, Stephen B.",accl.,,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,1,1,2,2,1,9,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,9,2,2,2,2,2,2,2,2,1,2,2,2,9,1,9,9,2,2,2,9,2,2,9,2,2,1,2,9,9,9,9,1,2,2,9,1,2,9,9,9,2,2,1,9,9,9,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,9,2,1,1,1,2,2,2,9,9,1,9,2,9,2,2,2,2,1,2,9,2,9,2,9,9,2,2,9,1,2,2,1,1,9,9,9,2
304,HURON SOUTH,Ontario,1867 - 1933,3,1875.02.11,1401,66ba36c6-cc38-4feb-bbeb-8393b7510daf,"GREENWAY, Thomas",accl.,,Independent,"Farmer, merchant",Protestant,0,1,,,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,9,9,9,9,9,2,1,1,9,9,1,1,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,1,9,9,1,9,1,1,9,9,1,9,9,9,9,9,9,1,1,2,2,1,1,1,1,2,9,9,9,1,2,2,2,1,2,2,1,2,2,9,2,2,1,9,9,9,1,2,1,2,1,1,1,1,2,1,9,1,2,2,1,2,1,2,9,2,2,9,9,2,2,2,2,2,1,1,2,2,1,2
139,CHATEAUGUAY,Quebec,1867 - 1914,3,1874.01.22,1417,67ccf0a8-4537-459b-b2a4-a231138d0ba8,"HOLTON, Hon. L.H.",911,0.6371,Liberal Party of Canada,Merchant,Protestant,0,3,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,9,9,2,2,2,2,2,1,9,2,1,2,2,2,9,2,2,2,2,2,2,1,2,9,9,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,9,1,2,2,2,9,9,1,2,2,2,1,2,2,2,1,2,2,2,9,2,1,2,9,2,2,2,2,9,2,1,2,2,1,2
574,PROVENCHER,Manitoba,1871 - ,3,1875.03.31,1420,67df9ff9-4e84-488f-8c5b-1b38bcc71257,"BANNATYNE, Andrew Graham Ballen",accl.,,Liberal Party of Canada,"Fur trader, merchant",Protestant,0,1,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,2,2,2,9,2,2,9,2,2,2,1,2,9,9,9,9,9,2,2,2,9,2,2,2,1,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,2,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
207,ELGIN EAST,Ontario,1867 - 1924,3,1874.01.22-1874.06.14,1433,6893c89d-4a9a-40c8-abd6-3bd1fb6fa98e,"HARVEY, William",1886,0.5253,Liberal Party of Canada,Municipal councillor,Protestant,0,2,,,,,,,,,,Died in office: 1874.06.14,,,2,2,1,2,2,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
263,HALIFAX,Nova Scotia,1867 - ,3,1874.01.22-1877.12.31 and 1878.01.29,1457,6a5d016d-d686-4914-a30b-64c71dc32011,"JONES, Alfred Gilpin",2979,0.4256,Independent,Merchant,Protestant,0,2,,1,,,,,,,,Resignation. Because of an alleged breach of the Independence of Parliament Act: 1877.12.31,,,2,2,1,2,2,2,9,9,9,9,9,2,1,1,9,2,1,1,1,2,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,2,2,2,2,9,9,9,9,1,2,2,2,2,2,2,9,9,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,9,1,2,9,9,9,9,9,1,2,9,9,9,9,9,9,2,2,1,2,2,2,1,2,9,2,2,2,2,9,2,2,2,1,2,2,9,1,2,2,1,2
737,TORONTO EAST,Ontario,1867 - 1933,3,1874.01.22,1470,6b62c5df-8ed1-4cf9-9ad4-4353001f21c1,"O'DONOHUE, John",1289,0.5281,Liberal-Conservative,Lawyer,Catholic,0,1,,,,,,,,,Ireland,,,,2,1,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
362,LAMBTON,Ontario,1867 - 1882,3,1874.01.22,1471,6b844758-6f54-4c68-8373-f26140d22ff6,"MACKENZIE, Hon. Alexander",accl.,,Liberal Party of Canada,"Contractor, editor",Protestant,0,3,,1,,,,,,,Scotland,,,,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,9,2,2,9,9,9,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,2,9,2,2,2,2,2,2,2,1,2,2,1,2
171,TWO MOUNTAINS,Quebec,1867 - 1914,3,1874.01.22,1476,6c25726c-897e-4d3c-badd-e89d5db353d9,"PREVOST, Wilfred",725,0.5197,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,1,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
468,MUSKOKA,Ontario,1872 - 1882,3,1874.01.22,1485,6cbded79-c3e9-41a8-a233-93e38d4afffd,"COCKBURN, Alexander Peter",876,0.6071,Liberal Party of Canada,"Author, lumberman, merchant",Protestant,0,2,,,,,,,,,,,,,2,2,1,9,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,9,2,2,2,2,2,2,9,9,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,9,9,9,9,9,1,2,9,2,9,9,9,1,2,1,1,9,9,9,9,9,9,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9
300,HURON CENTRE,Ontario,1872 - 1882,3,1874.01.22,1486,6cc239f6-b672-4c65-bfa7-3f8390e87801,"HORTON, Horace",1510,0.6741,Liberal Party of Canada,Insurance agent,Protestant,0,2,,,,,,,,,England,,,,2,2,1,9,2,2,9,9,9,2,1,2,1,1,1,2,1,1,1,9,2,2,2,1,1,2,2,2,2,2,2,9,2,2,1,9,2,9,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,9,2,1,2,2,9,9,9,1,9,9,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,9,9,1,2,2,2,1,1,1,1,2,1,1,9,2,2,1,2,1,2,9,2,2,9,2,2,2,2,2,2,2,1,2,2,1,2
678,SHELBURNE,Nova Scotia,1867 - 1892,3,1874.01.22,1499,6d780f26-7b0e-4dc9-b341-e538e67ef459,"COFFIN, Thomas",accl.,,Liberal Party of Canada,"Merchant, shipbuilder, shipowner",Protestant,0,3,,1,,,,,,,,,,,2,2,1,1,2,2,2,2,9,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,2,2,2,2,2,2,2,2,1,2,2,1,2,2,9,1,2,9,9,9,2,2,1,1,9,9,9,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,9,9,2,2,1,2,9,9,9,2,2,9,2,2,2,2,2,2,2,9,2,2,1,2
29,BAGOT,Quebec,1867 - 1933,3,1874.01.22,1526,6e936237-5811-4759-b571-54f29fb0d173,"MOUSSEAU, Joseph-Alfred",1163,0.5094,Conservative (1867-1942),Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,1,1,1,9,1,1,2,2,2,2,2,1,2,2,2,9,9,9,9,9,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,9,2,1,2,2,1,1,9,2,9,9,9,1,1,1,9,2,1,1,9,9,1,2,2,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,1,1,2,9,9,9,2,1,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,1,2,1
601,RENFREW SOUTH,Ontario,1867 - 1966,3,1874.01.22- and 1974.10.24- and 1875.02.20,1533,6f25ffe6-3b93-414d-9c88-a96e0b5680c4,"MCDOUGALL, John Lorn",738,0.5249,Liberal Party of Canada,Mill owner,Protestant,0,2,,,,,,,,,,Unseated on petition (two times): after his first and second election,,,2,2,1,2,2,2,1,9,2,9,9,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,2,9,9,1,2,2,2,2,2,1,2,2,9,9,2,1,9,2,9,9,2,2,2,2,9,9,1,1,2,2,1,1,2,1,1,1,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,9,1,2,2,9,9,2,1,9,9,9,1,2,2,2,1,1,9,1,1,1,1,9,2,2,1,2,1,2,1,2,9,1,2,2,2,2,2,2,2,1,2,2,2,2
589,QUEENS,Nova Scotia,1867 - 1892,3,1874.01.22,1534,6f60e48c-eab5-4893-bec2-aaebf60041aa,"FORBES, James F.",accl.,,Liberal Party of Canada,"Physician, surgeon",Protestant,0,3,,,,,,,,,Gibraltar,,,,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,9,2,2,9,9,9,2,2,2,2,1,2,2,2,2,1,2,2,2,9,2,1,2,2,2,2,2,2,2,9,1,2,9,1,9,9,1,1,2,9,9,1,2,2,1,1,9,9,9,1,1,2,2,2,2,2,2,2,2,1,9,2,9,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,9,2,9,2,2,9,9,2,2,9,2,2,1,1,2,2,1,2
548,PETERBOROUGH EAST,Ontario,1867 - 1924,3,1874.01.22,1542,70002c99-b792-4d3a-8e2d-19153db908f9,"HALL, James",993,0.5304,Liberal Party of Canada,"Civil engineer, land surveyor",Protestant,0,1,,,,,,,,,Scotland,,,,2,2,1,9,2,2,1,9,9,2,1,2,1,1,2,2,1,1,1,9,2,2,2,9,9,2,2,2,2,2,2,9,9,9,9,2,2,2,2,1,9,9,9,2,9,1,9,2,9,2,2,2,2,2,9,9,2,1,2,2,1,9,2,1,1,1,2,2,1,1,9,9,2,2,2,2,9,2,2,2,2,2,2,1,2,2,9,2,2,1,9,9,9,1,2,9,2,9,9,9,1,2,1,1,9,2,2,1,2,9,2,9,2,2,1,2,2,2,2,9,9,2,1,2,2,1,9
243,GLOUCESTER,New Brunswick,1867 - 1990,3,1874.01.22-1877.06.07 and 1877.07.02,1609,74c6898b-a605-4725-8317-d85792bd590b,"ANGLIN, Timothy Warren",accl.,,Liberal Party of Canada,"Newspaper editor, newspaper owner",Catholic,0,3,,,,,,,,,Ireland,Resignation: 1877.06.07,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
274,HANTS,Nova Scotia,1867 - 1924,3,1874.01.22,1618,753efae0-7c22-4d1c-a2f2-1142bdb0a226,"GOUDGE, Monson H.",1433,0.5166,Liberal Party of Canada,Merchant,Unknown,0,2,,,,,,,,,,,,,2,2,1,2,2,2,1,2,9,2,1,9,9,9,2,2,2,2,2,1,2,2,2,9,1,2,2,2,2,1,2,2,9,9,9,2,2,9,9,9,9,2,9,2,2,1,2,2,9,2,2,2,2,2,1,2,2,9,2,2,9,1,2,1,1,9,2,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,2,1,2,9,1,2,2,1,2,1,1,9,2,1,2,1,1,1,1,2,1,1,9,2,2,1,2,1,2,1,2,2,9,2,2,2,9,2,2,1,1,2,2,1,2
326,KENT,Ontario,1867 - 1903,3,1874.01.22,1622,75a05f12-391a-4138-93bc-e40176b9f447,"STEPHENSON, Rufus",1895,0.5097,Conservative (1867-1942),"Newspaper editor, newspaper owner",Protestant,0,3,,,,,,,,,United States,,,,2,2,1,2,9,9,1,2,1,2,2,1,2,1,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,9,1,1,2,1,1,1,2,2,2,9,9,1,2,2,1,1,9,1,9,1,9,1,9,9,9,2,1,1,9,9,1,9,9,9,1,1,2,2,9,9,1,1,1,2,9,1,1,1,1,1,1,2,1,1,2,1,1,2,9,9,9,2,1,1,1,2,2,9,2,9,9,9,1,1,9,9,9,2,2,9,1,1,9,1,2,1,9,1,1,9,9,1,1,1,1
