Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H13S1V001,H13S1V002,H13S1V003,H13S1V004,H13S1V005,H13S1V006,H13S1V007,H13S1V008,H13S1V009,H13S1V010,H13S1V011,H13S1V012,H13S1V013,H13S2V001,H13S2V002,H13S2V003,H13S2V004,H13S2V005,H13S2V006,H13S2V007,H13S2V008,H13S2V009,H13S2V010,H13S2V011,H13S2V012,H13S2V013,H13S2V014,H13S2V015,H13S2V016,H13S2V017,H13S2V018,H13S3V001,H13S3V002,H13S3V003,H13S3V004,H13S3V005,H13S3V006,H13S3V007,H13S3V008,H13S3V009,H13S3V010,H13S3V011,H13S3V012,H13S3V013,H13S3V014,H13S3V015,H13S4V001,H13S4V002,H13S4V003,H13S4V004,H13S4V005,H13S4V006,H13S4V007,H13S4V008,H13S4V009,H13S4V010,H13S4V011,H13S4V012,H13S4V013,H13S5V001,H13S5V002,H13S5V003,H13S5V004,H13S5V005,H13S5V006,H13S5V007,H13S5V008,H13S5V009,H13S5V010,H13S5V011,H13S5V012,H13S5V013,H13S5V014
848,YORK WEST,Ontario,1914 - ,13,1917.12.17-1921.02.20,2010,9049e5c2-b599-425a-bd36-065671fe70e8,"WALLACE, Thomas George",11930,0.8068,Unionist,"Merchant, miller",Protestant,0,3,,,,,,,,,,Died in office: 1921.02.20,,,2,2,1,2,2,9,9,2,2,1,1,2,2,2,1,1,2,9,9,9,9,2,2,1,2,2,9,2,2,9,9,9,9,9,9,2,9,2,2,2,2,2,2,2,2,1,2,9,9,9,9,9,1,9,9,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99
687,SIMCOE SOUTH,Ontario,1867 - 1924,13,1917.12.17,2030,91930a35-bc92-459a-b10f-a32cc5d218fe,"BOYS, William Alves",5771,0.833,Unionist,Barrister,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,9,2,9,9,9,9,1,9,2,9,9,1,2,2,2,1,9,9,2,1,9,9,1,1,9,9,9,9,9,2,1,9,9,2,9,9,9,9,9,9,9,9,2,9,9,9,2,2,9,2,2,9,9,9,9,2,2,9,2,9,9,9,9,9,2,2,2,2,9
260,HALDIMAND,Ontario,1903 - 1952,13,1917.12.17,2058,93d83706-34fe-496c-8008-8da34d423458,"LALOR, Francis Ramsey",3696,0.5984,Unionist,"Manufacturer, merchant",Protestant,0,4,,,,,,,,,,,,,9,9,9,2,2,2,2,9,9,9,9,9,9,9,1,9,9,2,2,1,9,2,2,1,9,9,9,9,9,9,9,2,9,9,9,9,9,2,2,2,2,2,2,2,2,9,9,9,2,9,9,2,1,9,9,9,9,9,9,2,9,9,9,2,1,2,9,9,2,2,2,9,9
348,KOOTENAY WEST,British Columbia,1914 - 1987,13,1917.12.17,2060,93ee7742-7392-4af4-8f6f-57873f62985f,"GREEN, Robert Francis",5377,0.6318,Unionist,Businessman,Protestant,0,2,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,9,9,2,2,1,1,2,2,1,9,9,1,1,1,2,2,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,2,9,2,2
697,SPRINGFIELD,Manitoba,1914 - 1966,13,1917.12.17,2068,94a18b9e-04e7-4862-8162-3d03feae2d0d,"RICHARDSON, Robert Lorne",5870,0.6082,Unionist (Liberal),"Author, editor, publisher",Protestant,0,3,,,,,,,,,,Died between the dissolution of the Parliament and election day: 1921.11.06,,,9,9,9,2,2,2,2,2,2,1,9,2,2,2,1,1,2,2,2,1,2,9,2,1,2,2,1,1,9,2,2,2,1,2,1,2,9,2,2,2,2,2,2,2,2,1,2,9,2,2,2,2,1,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9
119,CARIBOO,British Columbia,1914 - 1966,13,1917.12.17,2079,9532754b-ebe0-465a-b549-6a7b92c88bed,"FULTON, Frederick John",6010,0.6819,Unionist,Lawyer,Protestant,0,1,,,,,,,,,England,,,,2,2,1,2,2,2,2,9,9,9,9,9,9,2,9,1,2,9,9,9,9,2,2,1,2,9,1,1,9,2,2,2,1,9,9,2,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,2,1,9,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,2,2
858,YUKON,Yukon,1902 - 1947,13,1917.12.17,2114,9796aa93-03f8-4d49-ac6a-f2eab36fbe1c,"THOMPSON, Alfred",959,0.5427,Unionist,Physician,Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,1,9,2,2,1,9,9,2,1,9,9,1,9,1,2,2,9,1,9,1,2,1,2,2,2,2,2,2,2,2,1,2,1,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,2,2
544,PERTH NORTH,Ontario,1867 - 1933,13,1917.12.17,2131,99359485-a884-4818-b289-348ffbe33fb1,"MORPHY, Hugh Boulton",5977,0.5926,Unionist,Barrister,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,9,1,1,9,9,9,1,9,2,2,1,1,2,2,2,1,2,9,2,1,9,9,1,1,1,2,2,2,1,1,1,2,9,2,2,2,2,2,2,2,2,1,2,9,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,9,2,2,2,2,2,2
446,MISSISQUOI,Quebec,1867 - 1924,13,1917.12.17,2132,99366acd-f4fd-4963-9ed0-49799ff7500e,"KAY, William Frederic",2582,0.6413,Laurier Liberal,Farmer,Protestant,0,2,,,,,,,,,,,,,1,9,2,1,1,9,1,1,1,2,2,1,1,1,1,9,9,1,1,2,1,9,1,2,9,1,2,2,1,1,9,1,9,1,2,1,9,1,9,1,1,1,9,1,9,2,9,9,9,1,9,1,9,1,9,9,9,9,9,1,9,1,1,9,9,9,1,9,1,1,9,9,9
691,SOURIS,Manitoba,1903 - 1952,13,1917.12.17,2137,9976df5a-4601-45d6-9455-6b92af2f8ae0,"FINLEY, Albert Ernest",accl.,,Unionist,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,9,2,2,2,1,1,2,2,1,1,9,9,1,1,9,9,2,9,9,9,2,9,2,2,2,2,2,2,2,2,1,2,9,9,9,2,2,9,2,2,2,2,2,2,2,2,2,9,2,1,2,2,2,2,2,9,2,2
594,REGINA,Saskatchewan,1907 - 1933,13,1917.12.17,2140,999b4498-298c-4f93-b71d-638f9ced9483,"COWAN, Walter Davy",10563,0.8025,Unionist,Dentist,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,9,2,2,2,1,9,2,2,1,9,2,1,1,9,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
94,BURRARD,British Columbia,1914 - 1924,13,1917.12.17,2142,99c3a324-4f9d-4009-bc64-a28c02253325,"CROWE, Sanford Johnston",12566,0.6608,Unionist (Liberal),Contractor,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,9,2,1,2,2,9,1,1,2,2,2,1,2,1,2,9,2,2,2,2,2,2,2,2,9,2,1,2,2,2,2,1,9,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
37,BEAUHARNOIS,Quebec,1867 - 1933,13,1917.12.17,2163,9b2ea652-cd61-4b53-bea3-192a790cd611,"PAPINEAU, Louis-Joseph",accl.,,Laurier Liberal,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,9,9,9,9,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,9,1,1,1,1,2,1,1,1,1,1,1,1,9,1,9,1,2,1,1,1,9,2,1,1,9
363,LAMBTON EAST,Ontario,1882 - 1933,13,1917.12.17,2169,9b9087eb-6add-462b-bc28-48898b45eb69,"ARMSTRONG, Joseph Emanuel",4239,0.5657,Unionist,"Farmer, manufacturer, oilman",Protestant,0,5,,,,,,,,,,,,,2,2,1,2,2,9,9,2,2,1,1,2,2,9,9,1,2,2,2,1,1,2,2,1,2,2,1,9,9,9,9,2,1,2,1,9,1,2,2,2,2,2,2,2,2,9,2,9,9,2,2,2,1,9,2,2,2,2,2,2,2,2,9,9,9,2,2,9,2,9,2,2,9
718,SWIFT CURRENT,Saskatchewan,1914 - 1953,13,1917.12.17,2215,9f079d5d-9313-484d-810c-1499bb1f12b0,"ARGUE, Ira Eugene",7703,0.6621,Unionist,"Businessman, farmer",Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,9,9,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
431,MEDICINE HAT,Alberta,1907 - ,13,1921.06.27,2230,9fe39079-b761-44a0-b593-a189fdacac26,"GARDINER, Robert",13133,0.7958,Progressive,Farmer,Protestant,0,1,,,,,,,,,Scotland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
388,LEEDS,Ontario,1903 - 1976,13,1917.12.17-1921.04.06,2244,a10e65bf-4275-4011-8604-14dde37cf065,"WHITE, Hon. Sir William Tho",7236,0.6401,Unionist,"Financier, lawyer",Protestant,0,2,,1,,,,,,,,Resignation. Over matters of a professional and private nature: 1921.04.06,,,9,9,9,9,9,9,9,9,9,9,1,9,9,2,1,1,2,2,2,1,1,9,9,9,9,2,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99
574,PROVENCHER,Manitoba,1871 - ,13,1917.12.17,2272,a33ce87d-0860-4816-885e-070b32a2126e,"MALLOY, John Patrick",2035,0.5238,Laurier Liberal,"Farmer, veterinary surgeon",Protestant,0,3,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,9,9,9,9,2,9,1,2,1,9,9,9,9,9,9,1,2,1,2,9,9,1,1,1,1,1,1,1,1,2,9,2,1,1,9,1,9,9,9,9,9,9,9,9,1,1,9,1,2,1,1,9,1,2,9,2,1
187,DURHAM,Ontario,1903 - 1966,13,1917.12.17-1921.05.31,2285,a43fcba7-73d8-48ff-b457-5740c40cecab,"ROWELL, Hon. Newton Wesley",5923,0.8084,Unionist (Liberal),Lawyer,Protestant,0,1,,1,,,,,,,,Resignation: 1921.05.31,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,9,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,9,9,9,9,9,9,9,9,2,9,2,2,2,2,1,2,2,2,2,2,2,9,9,9,9,9,9,9,2,9,9,9,9,99,99
400,LISGAR,Manitoba,1871 - 1987,13,1917.12.17,2287,a449633f-8236-494a-a323-35bce46890de,"BOLTON, Ferris",3834,0.8622,Unionist,Farmer,Protestant,0,1,,,,,,,,,,,,,2,9,9,2,2,2,2,2,2,1,1,2,2,2,1,9,2,2,2,1,2,9,2,1,2,9,1,1,1,2,2,2,9,2,1,2,1,2,2,2,2,2,2,2,2,1,2,9,2,2,9,2,1,9,2,2,2,2,9,2,2,2,2,9,9,9,2,9,2,2,9,9,2
585,QUEBEC SOUTH,Quebec,1914 - 1966,13,1917.12.17,2293,a47e2fa3-277a-47c3-8868-2fc0fdddd05a,"POWER, Charles Gavan",3816,0.6041,Laurier Liberal,Lawyer,Catholic,0,1,,,,,,,,,,,,,1,1,2,1,1,9,1,1,1,2,2,1,1,1,2,2,1,9,1,9,9,9,1,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1,9,9,9,9,1,9,9,1,9,1,9,9,9,1,1,1,9,9,9,9,9
781,VICTORIA CITY,British Columbia,1903 - 1924,13,1917.12.17-1919.08.01 and 1919.10.27,2295,a4a7d1fa-870b-4590-a260-7e2f460d6e83,"TOLMIE, Hon. Simon Fraser",11365,0.7829,Unionist,"Farmer, public servant, rancher, veterinary surgeon",Protestant,0,1,,1,,,,,,,,Resignation. Appointed Minister of Agriculture: 1919.08.01,,,2,2,1,2,2,9,9,2,2,1,1,9,9,2,9,9,9,9,2,1,1,9,2,1,2,2,1,1,1,2,2,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,2,1,2,2,2,2,9,9,2,2,2,2,2,9,9,2,2,2,1,2,9,2,2,2,2,2,2
582,QUEBEC WEST,Quebec,1867 - 1933,13,1917.12.17,2320,a616913c-8355-462b-913e-e3acbfdb8a99,"PARENT, George",6392,0.9329,Laurier Liberal,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1,1,1,1,1,9,9,1,9,9,1,1,1,9,9,9,9,1,1,1,1,1,1,1,9,9,1,1,9,1,9,9,1,1
351,L'ISLET,Quebec,1867 - 1933,13,1917.12.17,2321,a63343dc-e727-4871-b2c0-a429c5621416,"FAFARD, Joseph-Fernand",accl.,,Laurier Liberal,Land surveyor,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,9,9,1,2,9,1,2,1,1,1,1,1,9,1,2,1,9,1,1,1,1,1,1,1,1,2,1,2,9,1,1,1,9,1,9,9,9,9,9,1,1,1,1,1,2,1,1,9,1,1,9,1,1
340,KINGSTON,Ontario,1867 - 1924,13,1917.12.17-1919.07.07,2350,a83f8a69-ff76-4167-8161-88d909e75a9c,"NICKLE, William Folger",6194,0.7766,Unionist,Lawyer,Protestant,0,2,,,,,,,,,,Resignation: 1919.07.07,,,2,2,1,2,2,2,2,2,2,1,2,9,9,2,9,1,9,2,2,1,2,9,2,1,2,1,1,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
797,WELLINGTON SOUTH,Ontario,1867 - 1966,13,1917.12.17,2354,a8b2b613-dd5c-4a22-8f22-c0e4f180c7b6,"GUTHRIE, Hon. Hugh",7358,0.7748,Unionist (Liberal),Lawyer,Protestant,0,5,,1,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,9,9,2,1,9,9,1,9,9,2,2,2,9,2,1,9,1,2,9,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,9,2,2,9,9,9,2,2,2,2,2,2,2
398,LINCOLN,Ontario,1903 - 1996,13,1917.12.17,2378,a9cdd2aa-c5b3-4f22-97b4-76fb3d719fd2,"CHAPLIN, James Dew",9335,0.7098,Unionist,Businessman,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,9,2,2,2,1,1,9,2,2,9,1,9,2,2,1,1,2,2,1,2,9,1,1,9,2,2,2,1,9,9,2,1,9,2,2,2,2,2,2,9,9,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,9,9,2,2,9,2,2,9,2,2
99,EAST CALGARY,Alberta,1914 - 1924,13,1917.12.17,2383,aa2dfd75-ffc6-4091-82bc-613931ebd1c9,"REDMAN, Daniel Lee",8363,0.6814,Unionist,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,9,9,9,9,9,9,2,9,9,2,2,2,1,2,2,2,1,2,9,1,1,1,9,9,2,9,9,1,2,1,2,2,2,2,2,2,2,2,9,2,1,2,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,2,2,2,2,2
240,GLENGARRY AND STORMONT,Ontario,1914 - 1924,13,1917.12.17-1918.04.12,2389,aaaaf85b-5dd6-4f10-8e8a-43ba86a1611f,"MCMARTIN, John",accl.,,Unionist,"Businessman, speculator",Protestant,0,1,,,,,,,,,,Died in office: 1918.04.12,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
477,NELSON,Manitoba,1914 - 1933,13,1917.12.17,2400,ab9b8087-aa97-49d4-bd8e-da864eb1b310,"CAMPBELL, John Archibald",accl.,,Unionist,"Lawyer, principal, teacher",Protestant,0,1,,,,,,,,,,,,,2,2,1,2,1,9,9,1,9,9,1,9,9,9,1,2,9,2,2,1,2,2,1,2,9,9,1,1,9,9,9,2,9,9,9,9,1,2,2,2,1,9,9,9,2,2,9,9,9,9,9,1,9,2,9,9,9,9,9,9,2,9,9,9,9,1,2,1,1,2,9,2,1
426,MATANE,Quebec,1914 - 1933,13,1917.12.17,2413,aca426bd-b944-4cc7-ae80-cbd038c1a9dc,"PELLETIER, Francois-Jean",5010,0.9181,Laurier Liberal,Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,9,1,2,2,1,1,1,2,2,9,1,2,9,9,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,2,1,1,1,1,1,9,1,1
548,PETERBOROUGH EAST,Ontario,1867 - 1924,13,1917.12.17,2417,ad0451f8-201a-48c3-839d-97e0eb97bd10,"SEXSMITH, John Albert",2555,0.6478,Unionist,Farmer,Protestant,0,3,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,9,2,2,2,1,2,1,2,9,2,2,2,2,2,2,2,2,9,2,1,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,9,2,2,9
613,RICHMOND--WOLFE,Quebec,1867 - 1966,13,1917.12.17,2446,af70e3dd-d0c4-4f3a-bb49-71bab5656aea,"TOBIN, Edmund William",6448,0.7978,Laurier Liberal,"Lumber merchant, manufacturer, merchant",Catholic,0,5,,,,,,,,,,,,,1,1,2,1,1,9,9,1,1,2,2,9,9,1,2,2,1,1,1,2,2,9,1,2,9,1,9,9,9,1,1,1,2,1,2,1,9,1,1,1,1,1,1,1,1,9,1,9,1,1,9,1,2,9,1,1,1,1,1,1,1,9,1,1,2,1,9,9,1,1,1,1,9
564,PRINCE,Prince Edward Island,1903 - 1966,13,1919.10.20,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, William Lyon Mackenzie",accl.,,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",Protestant,0,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1
757,VANCOUVER CENTRE,British Columbia,1914 - ,13,1917.12.17,2491,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Henry Herbert",13722,0.6774,Unionist,"Accountant, broker, grocer",Protestant,0,2,,1,,,,,,,England,,,,2,2,1,2,2,2,2,9,9,9,9,2,2,2,2,9,9,2,2,1,9,2,2,1,9,9,1,1,1,2,2,2,9,2,1,9,1,2,2,2,2,2,2,2,2,1,2,1,2,9,2,2,9,2,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,2,2,2
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,13,1917.12.17,2497,b3353817-23f7-4cc0-9364-973411f9b454,"DEMERS, Marie-Joseph",4271,0.9217,Laurier Liberal,Lawyer,Fr.Catholic,1,4,,,,,,,,,,,,,1,1,2,1,1,9,9,1,1,2,2,1,1,1,1,9,9,1,1,2,2,9,1,2,1,1,2,9,9,9,9,1,2,2,2,1,9,1,9,1,1,1,1,1,9,9,1,9,9,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,9,1,1
485,NICOLET,Quebec,1867 - 1933,13,1917.12.17,2498,b34a0443-7e45-404a-8e0f-1af20a02b4c3,"TRAHAN, Arthur",accl.,,Laurier Liberal,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,2,1,1,1,9,2,1,1,1,2,2,9,1,2,1,1,9,1,1,1,1,1,2,1,2,1,2,9,9,9,9,9,9,9,9,9,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,9,1,2,9,1,9,1,1,1,1,9
336,KING'S,Prince Edward Island,1892 - 1966,13,1917.12.17,2512,b4ab418d-d493-41b7-b755-aed30f5edc3e,"MCISAAC, James",2889,0.5045,Unionist,Journalist,Catholic,0,1,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,9,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
796,WELLINGTON NORTH,Ontario,1867 - 1952,13,1917.12.17,2577,b90fed37-90fb-4ddc-bfc1-44cebf451923,"CLARKE, William Aurelius",3492,0.6361,Unionist,Merchant,Protestant,0,2,,,,,,,,,,,,,2,2,1,9,9,2,9,2,2,1,1,2,2,2,1,1,9,2,9,1,1,9,2,1,9,9,9,1,9,9,9,2,9,9,9,9,9,2,2,2,2,2,2,2,2,9,2,9,2,2,9,2,1,2,9,2,2,2,2,2,2,2,9,2,1,2,2,9,2,9,9,2,2
855,YORK--SUNBURY,New Brunswick,1914 - 1987,13,1921.05.28,2585,b9befc64-819d-4523-8a07-915e74257442,"HANSON, Richard B.",7107,0.5357,Conservative (1867-1942),Barrister,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,13,1917.12.17-1918.12.31,2598,ba4c0967-1043-452a-b7eb-9bc8c0ea39f4,"KNOX, Andrew",6589,0.6872,Unionist (Liberal),Farmer,Protestant,0,1,1,,,1,,,,,Ireland,,,,9,9,9,2,2,2,2,2,2,1,1,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,13,1919.01.01-,2598.1,ba4c0967-1043-452a-b7eb-9bc8c0ea39f4,"KNOX, Andrew",6589,0.6872,Progressive,,Protestant,0,1,,,,,,,,,Ireland,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,9,9,2,2,1,2,2,1,1,2,9,9,1,1,9,9,2,1,9,9,2,9,9,2,2,1,2,2,2,2,2,1,1,2,9,1,1,1,1,1,2,1,1,1,9,1,2,9,1,1,1,1,1,1,2,2,1,1
136,CHARLEVOIX--MONTMORENCY,Quebec,1914 - 1924,13,1917.12.17,2638,bd9b695e-03eb-4481-be01-3402cff4d261,"CASGRAIN, Pierre-Francois",5197,0.9758,Laurier Liberal,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,2,9,9,1,1,1,9,9,2,1,1,9,2,2,1,1,1,2,9,9,1,2,1,1,2,9,9,9,9,1,2,1,2,1,9,1,9,9,9,1,1,1,1,9,1,9,9,1,1,1,2,1,1,1,1,1,1,1,9,1,1,9,9,1,1,1,1,1,9,9,9
730,TIMISKAMING,Ontario,1914 - 1924,13,1917.12.17-1919.09.22,2639,bd9df755-dfce-42dc-9ebb-55306d610edc,"COCHRANE, Hon. Francis",7025,0.5907,Unionist,Merchant,Protestant,0,2,,1,,,,,,,,Died in office: 1919.09.22,,,2,2,1,2,2,2,2,2,2,1,1,2,9,9,9,9,2,2,2,1,9,9,2,1,2,9,9,9,9,2,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
742,TORONTO SOUTH,Ontario,1903 - 1933,13,1917.12.17,2647,be525b3e-1ce0-476f-83c1-f1ce7813923b,"SHEARD, Charles",7469,0.7595,Unionist,"Physician, professor",Protestant,0,1,,,,,,,,,,,,,2,2,9,2,2,2,2,2,2,1,1,2,2,2,9,1,1,9,9,9,1,2,2,1,9,2,1,2,9,2,2,2,9,2,1,2,1,2,9,2,9,9,9,9,2,1,2,1,9,9,2,2,1,2,2,2,2,2,2,2,2,2,9,2,1,2,2,2,2,9,2,2,9
639,ST. JAMES,Quebec,1892 - 1947,13,1917.12.17-1920.02.07,2656,beeb4a2e-e3b4-4514-b3ce-d5a197b2908e,"LAPOINTE, Louis-Audet",accl.,,Laurier Liberal,"Liquor merchant, wholesaler",Fr.Catholic,1,2,,,,,,,,,,Died in office: 1920.02.07,,,1,1,2,1,9,1,1,9,9,9,9,9,9,2,2,2,9,9,9,9,9,9,1,2,9,9,2,9,9,9,9,1,2,9,9,1,9,1,1,1,2,1,1,1,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
294,HUMBOLDT,Saskatchewan,1905 - 1952,13,1917.12.17,2660,bf4d724f-c30b-410c-b45f-9fcaeb726814,"LANG, Norman",5536,0.6222,Unionist,"Farmer, rancher",Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,9,2,2,2,1,1,2,2,2,1,9,9,2,2,1,2,2,2,1,9,9,1,1,1,2,9,2,9,9,1,2,1,2,2,2,2,2,2,2,2,9,2,1,2,2,9,2,1,2,2,2,2,2,2,2,2,2,9,2,1,2,9,9,2,2,1,2,2
333,KINDERSLEY,Saskatchewan,1914 - 1966,13,1917.12.17,2667,bfbb1a5e-41a6-44f6-b75d-d4029304c315,"MYERS, Edward Thomas Wordon",8310,0.7514,Unionist,Physician,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,9,2,2,2,1,1,2,2,2,1,9,9,2,2,1,9,2,2,1,9,9,9,1,1,2,9,2,1,1,1,2,1,2,2,2,2,2,2,2,2,9,2,9,2,2,9,2,1,2,2,2,2,2,9,2,2,2,9,2,1,2,2,2,2,2,2,2,2
